time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp,alignment_point
1669973091.447784,TEST,user-test-000,0x2b,198,4,1,-109,-127,-498,734,2022-12-02 09:24:51.447783947,
1669973091.4788039,TEST,user-test-000,0x2b,198,4,1,-109,-127,-497,733,2022-12-02 09:24:51.478803873,
1669973091.509824,TEST,user-test-000,0x2b,198,4,1,-109,-127,-494,730,2022-12-02 09:24:51.509824038,
1669973091.540844,TEST,user-test-000,0x2b,198,4,1,-112,-128,-487,727,2022-12-02 09:24:51.540843964,
1669973091.5728648,TEST,user-test-000,0x2b,198,4,1,-115,-128,-497,740,2022-12-02 09:24:51.572864771,
1669973091.6038845,TEST,user-test-000,0x2b,198,4,1,-113,-129,-495,737,2022-12-02 09:24:51.603884459,
1669973091.6349046,TEST,user-test-000,0x2b,198,4,1,-110,-128,-494,732,2022-12-02 09:24:51.634904623,
1669973091.6659245,TEST,user-test-000,0x2b,198,4,1,-108,-126,-496,730,2022-12-02 09:24:51.665924549,
1669973091.6979454,TEST,user-test-000,0x2b,198,4,1,-108,-129,-500,737,2022-12-02 09:24:51.697945356,
1669973091.7289653,TEST,user-test-000,0x2b,198,4,1,-109,-130,-500,739,2022-12-02 09:24:51.728965282,
1669973091.7599852,TEST,user-test-000,0x2b,198,4,1,-109,-128,-498,735,2022-12-02 09:24:51.759985209,
1669973091.7910051,TEST,user-test-000,0x2b,198,4,1,-109,-128,-496,733,2022-12-02 09:24:51.791005135,
1669973091.823026,TEST,user-test-000,0x2b,198,4,1,-111,-132,-495,738,2022-12-02 09:24:51.823025942,
1669973091.8540459,TEST,user-test-000,0x2b,198,4,1,-112,-132,-491,735,2022-12-02 09:24:51.854045868,
1669973091.885066,TEST,user-test-000,0x2b,198,4,1,-115,-128,-492,735,2022-12-02 09:24:51.885066032,
1669973091.9160857,TEST,user-test-000,0x2b,198,4,1,-115,-127,-494,736,2022-12-02 09:24:51.916085720,
1669973091.9481065,TEST,user-test-000,0x2b,198,4,1,-112,-129,-494,735,2022-12-02 09:24:51.948106527,
1669973091.9791265,TEST,user-test-000,0x2b,198,4,1,-112,-129,-493,734,2022-12-02 09:24:51.979126453,
1669973092.0101466,TEST,user-test-000,0x2b,198,4,1,-117,-133,-492,742,2022-12-02 09:24:52.010146618,
1669973092.0411663,TEST,user-test-000,0x2b,198,4,1,-119,-134,-495,748,2022-12-02 09:24:52.041166306,
1669973092.073187,TEST,user-test-000,0x2b,198,4,1,-119,-133,-498,750,2022-12-02 09:24:52.073187113,
1669973092.104207,TEST,user-test-000,0x2b,198,4,1,-116,-133,-496,745,2022-12-02 09:24:52.104207039,
1669973092.1352272,TEST,user-test-000,0x2b,198,4,1,-116,-130,-494,740,2022-12-02 09:24:52.135227203,
1669973092.1662471,TEST,user-test-000,0x2b,198,4,1,-117,-130,-491,738,2022-12-02 09:24:52.166247129,
1669973092.1982677,TEST,user-test-000,0x2b,198,4,1,-119,-133,-492,744,2022-12-02 09:24:52.198267698,
1669973092.2292876,TEST,user-test-000,0x2b,198,4,1,-120,-136,-497,753,2022-12-02 09:24:52.229287624,
1669973092.2603078,TEST,user-test-000,0x2b,198,4,1,-120,-136,-496,752,2022-12-02 09:24:52.260307789,
1669973092.2913277,TEST,user-test-000,0x2b,198,4,1,-119,-138,-496,753,2022-12-02 09:24:52.291327715,
1669973092.3233483,TEST,user-test-000,0x2b,198,4,1,-121,-137,-497,755,2022-12-02 09:24:52.323348284,
