time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp,alignment_point
1668608994.4279103,TEST,user-test-000,0x2b,61,4,1,-20,-441,291,752,2022-11-16 14:29:54.427910328,
1668608994.4588928,TEST,user-test-000,0x2b,61,4,1,-22,-441,290,753,2022-11-16 14:29:54.458892822,
1668608994.4898756,TEST,user-test-000,0x2b,61,4,1,-21,-442,289,752,2022-11-16 14:29:54.489875555,
1668608994.520858,TEST,user-test-000,0x2b,61,4,1,-21,-442,289,752,2022-11-16 14:29:54.520858049,
1668608994.55284,TEST,user-test-000,0x2b,61,4,1,-22,-441,290,753,2022-11-16 14:29:54.552839994,
1668608994.5838225,TEST,user-test-000,0x2b,61,4,1,-22,-443,288,753,2022-11-16 14:29:54.583822489,
1668608994.6148052,TEST,user-test-000,0x2b,61,4,1,-21,-441,288,750,2022-11-16 14:29:54.614805222,
1668608994.6457877,TEST,user-test-000,0x2b,61,4,1,-22,-439,289,750,2022-11-16 14:29:54.645787716,
1668608994.6777697,TEST,user-test-000,0x2b,61,4,1,-22,-440,289,751,2022-11-16 14:29:54.677769661,
1668608994.7087522,TEST,user-test-000,0x2b,61,4,1,-18,-442,290,750,2022-11-16 14:29:54.708752155,
1668608994.7397346,TEST,user-test-000,0x2b,61,4,1,-23,-440,291,754,2022-11-16 14:29:54.739734650,
1668608994.7707171,TEST,user-test-000,0x2b,61,4,1,-22,-442,288,752,2022-11-16 14:29:54.770717144,
1668608994.802699,TEST,user-test-000,0x2b,61,4,1,-19,-442,288,749,2022-11-16 14:29:54.802699089,
1668608994.8336816,TEST,user-test-000,0x2b,61,4,1,-20,-441,291,752,2022-11-16 14:29:54.833681583,
1668608994.8646643,TEST,user-test-000,0x2b,61,4,1,-20,-443,293,756,2022-11-16 14:29:54.864664316,
1668608994.8956468,TEST,user-test-000,0x2b,61,4,1,-21,-443,293,757,2022-11-16 14:29:54.895646811,
1668608994.9276288,TEST,user-test-000,0x2b,61,4,1,-21,-443,292,756,2022-11-16 14:29:54.927628756,
1668608994.9586112,TEST,user-test-000,0x2b,61,4,1,-22,-444,291,757,2022-11-16 14:29:54.958611250,
1668608994.989594,TEST,user-test-000,0x2b,61,4,1,-21,-441,291,753,2022-11-16 14:29:54.989593983,
1668608995.0205765,TEST,user-test-000,0x2b,61,4,1,-19,-441,287,747,2022-11-16 14:29:55.020576477,
1668608995.0525584,TEST,user-test-000,0x2b,61,4,1,-20,-442,288,750,2022-11-16 14:29:55.052558422,
1668608995.083541,TEST,user-test-000,0x2b,61,4,1,-21,-443,291,755,2022-11-16 14:29:55.083540916,
1668608995.1145236,TEST,user-test-000,0x2b,61,4,1,-22,-444,294,760,2022-11-16 14:29:55.114523649,
1668608995.145506,TEST,user-test-000,0x2b,61,4,1,-22,-442,291,755,2022-11-16 14:29:55.145505905,
1668608995.177488,TEST,user-test-000,0x2b,61,4,1,-23,-442,290,755,2022-11-16 14:29:55.177488089,
1668608995.2084703,TEST,user-test-000,0x2b,61,4,1,-22,-445,291,758,2022-11-16 14:29:55.208470345,
1668608995.239453,TEST,user-test-000,0x2b,61,4,1,-20,-445,292,757,2022-11-16 14:29:55.239453077,
