time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp,alignment_point
1668608994.1779103,TEST,user-test-000,0x2b,61,4,1,-20,-441,291,752,2022-11-16 14:29:54.177910328,
1668608994.2088928,TEST,user-test-000,0x2b,61,4,1,-22,-441,290,753,2022-11-16 14:29:54.208892822,
1668608994.2398756,TEST,user-test-000,0x2b,61,4,1,-21,-442,289,752,2022-11-16 14:29:54.239875555,
1668608994.270858,TEST,user-test-000,0x2b,61,4,1,-21,-442,289,752,2022-11-16 14:29:54.270858049,
1668608994.30284,TEST,user-test-000,0x2b,61,4,1,-22,-441,290,753,2022-11-16 14:29:54.302839994,
1668608994.3338225,TEST,user-test-000,0x2b,61,4,1,-22,-443,288,753,2022-11-16 14:29:54.333822489,
1668608994.3648052,TEST,user-test-000,0x2b,61,4,1,-21,-441,288,750,2022-11-16 14:29:54.364805222,
1668608994.3957877,TEST,user-test-000,0x2b,61,4,1,-22,-439,289,750,2022-11-16 14:29:54.395787716,
1668608994.4277697,TEST,user-test-000,0x2b,61,4,1,-22,-440,289,751,2022-11-16 14:29:54.427769661,
1668608994.4587522,TEST,user-test-000,0x2b,61,4,1,-18,-442,290,750,2022-11-16 14:29:54.458752155,
1668608994.4897346,TEST,user-test-000,0x2b,61,4,1,-23,-440,291,754,2022-11-16 14:29:54.489734650,
1668608994.5207171,TEST,user-test-000,0x2b,61,4,1,-22,-442,288,752,2022-11-16 14:29:54.520717144,
1668608994.552699,TEST,user-test-000,0x2b,61,4,1,-19,-442,288,749,2022-11-16 14:29:54.552699089,
1668608994.5836816,TEST,user-test-000,0x2b,61,4,1,-20,-441,291,752,2022-11-16 14:29:54.583681583,
1668608994.6146643,TEST,user-test-000,0x2b,61,4,1,-20,-443,293,756,2022-11-16 14:29:54.614664316,
1668608994.6456468,TEST,user-test-000,0x2b,61,4,1,-21,-443,293,757,2022-11-16 14:29:54.645646811,
1668608994.6776288,TEST,user-test-000,0x2b,61,4,1,-21,-443,292,756,2022-11-16 14:29:54.677628756,
1668608994.7086112,TEST,user-test-000,0x2b,61,4,1,-22,-444,291,757,2022-11-16 14:29:54.708611250,
1668608994.739594,TEST,user-test-000,0x2b,61,4,1,-21,-441,291,753,2022-11-16 14:29:54.739593983,
1668608994.7705765,TEST,user-test-000,0x2b,61,4,1,-19,-441,287,747,2022-11-16 14:29:54.770576477,
1668608994.8025584,TEST,user-test-000,0x2b,61,4,1,-20,-442,288,750,2022-11-16 14:29:54.802558422,
1668608994.833541,TEST,user-test-000,0x2b,61,4,1,-21,-443,291,755,2022-11-16 14:29:54.833540916,
1668608994.8645236,TEST,user-test-000,0x2b,61,4,1,-22,-444,294,760,2022-11-16 14:29:54.864523649,
1668608994.895506,TEST,user-test-000,0x2b,61,4,1,-22,-442,291,755,2022-11-16 14:29:54.895505905,
1668608994.927488,TEST,user-test-000,0x2b,61,4,1,-23,-442,290,755,2022-11-16 14:29:54.927488089,
1668608994.9584703,TEST,user-test-000,0x2b,61,4,1,-22,-445,291,758,2022-11-16 14:29:54.958470345,
1668608994.989453,TEST,user-test-000,0x2b,61,4,1,-20,-445,292,757,2022-11-16 14:29:54.989453077,
1668608995.0204356,TEST,user-test-000,0x2b,61,4,1,-22,-439,290,751,2022-11-16 14:29:55.020435572,
1668608995.0524175,TEST,user-test-000,0x2b,61,4,1,-22,-441,289,752,2022-11-16 14:29:55.052417517,
1668608995.0834,TEST,user-test-000,0x2b,61,4,1,-21,-444,291,756,2022-11-16 14:29:55.083400011,
1668608995.1143827,TEST,user-test-000,0x2b,61,4,1,-21,-444,291,756,2022-11-16 14:29:55.114382744,
1668608995.1453652,TEST,user-test-000,0x2b,61,4,1,-21,-441,288,750,2022-11-16 14:29:55.145365238,
1668608995.1773472,TEST,user-test-000,0x2b,62,4,1,-20,-441,289,750,2022-11-16 14:29:55.177347183,
1668608995.2083297,TEST,user-test-000,0x2b,62,4,1,-21,-440,290,751,2022-11-16 14:29:55.208329678,
1668608995.2393124,TEST,user-test-000,0x2b,62,4,1,-20,-440,289,749,2022-11-16 14:29:55.239312410,
1668608995.270295,TEST,user-test-000,0x2b,62,4,1,-19,-442,290,751,2022-11-16 14:29:55.270294905,
1668608995.3022768,TEST,user-test-000,0x2b,62,4,1,-23,-442,291,756,2022-11-16 14:29:55.302276850,
1668608995.333259,TEST,user-test-000,0x2b,62,4,1,-23,-438,291,752,2022-11-16 14:29:55.333259106,
1668608995.3642418,TEST,user-test-000,0x2b,62,4,1,-20,-438,290,748,2022-11-16 14:29:55.364241838,
1668608995.3952243,TEST,user-test-000,0x2b,62,4,1,-19,-439,291,749,2022-11-16 14:29:55.395224333,
1668608995.4272065,TEST,user-test-000,0x2b,62,4,1,-23,-442,291,756,2022-11-16 14:29:55.427206516,
1668608995.4581888,TEST,user-test-000,0x2b,62,4,1,-21,-442,295,758,2022-11-16 14:29:55.458188772,
1668608995.4891715,TEST,user-test-000,0x2b,62,4,1,-22,-442,292,756,2022-11-16 14:29:55.489171505,
1668608995.520154,TEST,user-test-000,0x2b,62,4,1,-21,-443,290,754,2022-11-16 14:29:55.520153999,
1668608995.552136,TEST,user-test-000,0x2b,62,4,1,-21,-445,291,757,2022-11-16 14:29:55.552135944,
1668608995.5831184,TEST,user-test-000,0x2b,62,4,1,-24,-445,291,760,2022-11-16 14:29:55.583118439,
1668608995.6141012,TEST,user-test-000,0x2b,62,4,1,-21,-443,288,752,2022-11-16 14:29:55.614101171,
1668608995.6450837,TEST,user-test-000,0x2b,62,4,1,-23,-443,286,752,2022-11-16 14:29:55.645083666,
1668608995.6770656,TEST,user-test-000,0x2b,62,4,1,-24,-443,287,754,2022-11-16 14:29:55.677065611,
1668608995.708048,TEST,user-test-000,0x2b,62,4,1,-23,-443,290,756,2022-11-16 14:29:55.708048105,
