projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_103,1667897836.031,-993,1669,746,3408,2022-11-08 08:57:16.030999899,
SCAI-SENSEI,user_sensei_103,1667897836.2295296,-1025,1781,801,3607,2022-11-08 08:57:16.229529619,
SCAI-SENSEI,user_sensei_103,1667897836.4280589,-1053,1606,622,3281,2022-11-08 08:57:16.428058863,
SCAI-SENSEI,user_sensei_103,1667897836.6265883,-1189,1455,357,3001,2022-11-08 08:57:16.626588345,
SCAI-SENSEI,user_sensei_103,1667897836.8251178,-637,2406,731,3774,2022-11-08 08:57:16.825117826,
SCAI-SENSEI,user_sensei_103,1667897837.023647,186,1864,203,2253,2022-11-08 08:57:17.023647070,
SCAI-SENSEI,user_sensei_103,1667897837.2221766,115,1840,98,2053,2022-11-08 08:57:17.222176552,
SCAI-SENSEI,user_sensei_103,1667897837.420706,-1077,2260,-113,3450,2022-11-08 08:57:17.420706034,
SCAI-SENSEI,user_sensei_103,1667897837.6192355,-1302,1518,-201,3021,2022-11-08 08:57:17.619235516,
SCAI-SENSEI,user_sensei_103,1667897837.817765,-1265,1723,210,3198,2022-11-08 08:57:17.817764997,
SCAI-SENSEI,user_sensei_103,1667897838.0162942,-459,1422,1061,2942,2022-11-08 08:57:18.016294241,
SCAI-SENSEI,user_sensei_103,1667897838.2148235,-580,1903,1063,3546,2022-11-08 08:57:18.214823484,
SCAI-SENSEI,user_sensei_103,1667897838.413353,-1505,1869,446,3820,2022-11-08 08:57:18.413352966,
SCAI-SENSEI,user_sensei_103,1667897838.6118824,-1307,1498,448,3253,2022-11-08 08:57:18.611882448,
SCAI-SENSEI,user_sensei_103,1667897838.810412,-871,1692,658,3221,2022-11-08 08:57:18.810411930,
SCAI-SENSEI,user_sensei_103,1667897839.0089412,-622,1707,748,3077,2022-11-08 08:57:19.008941174,
SCAI-SENSEI,user_sensei_103,1667897839.207471,-628,1769,755,3152,2022-11-08 08:57:19.207470894,
