projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_103,1667897836.531,-993,1669,746,3408,2022-11-08 08:57:16.530999899,
SCAI-SENSEI,user_sensei_103,1667897836.7295296,-1025,1781,801,3607,2022-11-08 08:57:16.729529619,
SCAI-SENSEI,user_sensei_103,1667897836.9280589,-1053,1606,622,3281,2022-11-08 08:57:16.928058863,
SCAI-SENSEI,user_sensei_103,1667897837.1265883,-1189,1455,357,3001,2022-11-08 08:57:17.126588344,
SCAI-SENSEI,user_sensei_103,1667897837.3251178,-637,2406,731,3774,2022-11-08 08:57:17.325117826,
SCAI-SENSEI,user_sensei_103,1667897837.523647,186,1864,203,2253,2022-11-08 08:57:17.523647070,
SCAI-SENSEI,user_sensei_103,1667897837.7221766,115,1840,98,2053,2022-11-08 08:57:17.722176552,
SCAI-SENSEI,user_sensei_103,1667897837.920706,-1077,2260,-113,3450,2022-11-08 08:57:17.920706034,
SCAI-SENSEI,user_sensei_103,1667897838.1192355,-1302,1518,-201,3021,2022-11-08 08:57:18.119235516,
SCAI-SENSEI,user_sensei_103,1667897838.317765,-1265,1723,210,3198,2022-11-08 08:57:18.317764997,
SCAI-SENSEI,user_sensei_103,1667897838.5162942,-459,1422,1061,2942,2022-11-08 08:57:18.516294241,
SCAI-SENSEI,user_sensei_103,1667897838.7148235,-580,1903,1063,3546,2022-11-08 08:57:18.714823484,
SCAI-SENSEI,user_sensei_103,1667897838.913353,-1505,1869,446,3820,2022-11-08 08:57:18.913352966,
SCAI-SENSEI,user_sensei_103,1667897839.1118824,-1307,1498,448,3253,2022-11-08 08:57:19.111882448,
SCAI-SENSEI,user_sensei_103,1667897839.310412,-871,1692,658,3221,2022-11-08 08:57:19.310411930,
SCAI-SENSEI,user_sensei_103,1667897839.5089412,-622,1707,748,3077,2022-11-08 08:57:19.508941174,
SCAI-SENSEI,user_sensei_103,1667897839.707471,-628,1769,755,3152,2022-11-08 08:57:19.707470894,
SCAI-SENSEI,user_sensei_103,1667897839.906,-729,1719,686,3134,2022-11-08 08:57:19.905999899,
SCAI-SENSEI,user_sensei_103,1667897840.1045296,-827,1736,724,3287,2022-11-08 08:57:20.104529619,
SCAI-SENSEI,user_sensei_103,1667897840.303059,-867,1769,704,3340,2022-11-08 08:57:20.303059101,
SCAI-SENSEI,user_sensei_103,1667897840.5015883,-896,1656,756,3308,2022-11-08 08:57:20.501588345,
SCAI-SENSEI,user_sensei_103,1667897840.7001178,-891,1681,736,3308,2022-11-08 08:57:20.700117826,
SCAI-SENSEI,user_sensei_103,1667897840.8986473,-914,1677,750,3341,2022-11-08 08:57:20.898647308,
SCAI-SENSEI,user_sensei_103,1667897841.0971766,-915,1681,806,3402,2022-11-08 08:57:21.097176552,
SCAI-SENSEI,user_sensei_103,1667897841.295706,-878,1624,695,3197,2022-11-08 08:57:21.295706034,
SCAI-SENSEI,user_sensei_103,1667897841.4942353,-858,1670,893,3421,2022-11-08 08:57:21.494235277,
SCAI-SENSEI,user_sensei_103,1667897841.6927648,-772,1646,839,3257,2022-11-08 08:57:21.692764759,
SCAI-SENSEI,user_sensei_103,1667897841.8912942,-838,1641,842,3321,2022-11-08 08:57:21.891294241,
SCAI-SENSEI,user_sensei_103,1667897842.0898235,-818,1641,802,3261,2022-11-08 08:57:22.089823484,
SCAI-SENSEI,user_sensei_103,1667897842.2883532,-842,1658,819,3319,2022-11-08 08:57:22.288353205,
SCAI-SENSEI,user_sensei_103,1667897842.4868824,-833,1666,811,3310,2022-11-08 08:57:22.486882448,
SCAI-SENSEI,user_sensei_103,1667897842.685412,-766,1707,821,3294,2022-11-08 08:57:22.685411930,
SCAI-SENSEI,user_sensei_103,1667897842.8839414,-848,1679,798,3325,2022-11-08 08:57:22.883941412,
SCAI-SENSEI,user_sensei_103,1667897843.082471,-854,1669,864,3387,2022-11-08 08:57:23.082470894,
SCAI-SENSEI,user_sensei_103,1667897843.281,-826,1666,805,3297,2022-11-08 08:57:23.280999899,
SCAI-SENSEI,user_sensei_103,1667897843.4795294,-850,1664,828,3342,2022-11-08 08:57:23.479529381,
SCAI-SENSEI,user_sensei_103,1667897843.6780589,-851,1663,818,3332,2022-11-08 08:57:23.678058863,
SCAI-SENSEI,user_sensei_103,1667897843.8765883,-860,1659,832,3351,2022-11-08 08:57:23.876588345,
SCAI-SENSEI,user_sensei_103,1667897844.0751178,-880,1649,871,3400,2022-11-08 08:57:24.075117826,
SCAI-SENSEI,user_sensei_103,1667897844.2736473,-878,1645,820,3343,2022-11-08 08:57:24.273647308,
SCAI-SENSEI,user_sensei_103,1667897844.4721766,-640,1729,480,2849,2022-11-08 08:57:24.472176552,
SCAI-SENSEI,user_sensei_103,1667897844.670706,-614,1790,346,2750,2022-11-08 08:57:24.670706034,
SCAI-SENSEI,user_sensei_103,1667897844.8692355,-951,1913,100,2964,2022-11-08 08:57:24.869235516,
SCAI-SENSEI,user_sensei_103,1667897845.0677648,-990,1855,-68,2913,2022-11-08 08:57:25.067764759,
SCAI-SENSEI,user_sensei_103,1667897845.2662942,-1111,1832,-96,3039,2022-11-08 08:57:25.266294241,
SCAI-SENSEI,user_sensei_103,1667897845.4648235,-971,1916,121,3008,2022-11-08 08:57:25.464823484,
SCAI-SENSEI,user_sensei_103,1667897845.663353,-758,2059,112,2929,2022-11-08 08:57:25.663352966,
SCAI-SENSEI,user_sensei_103,1667897845.8618824,-639,1792,304,2735,2022-11-08 08:57:25.861882448,
SCAI-SENSEI,user_sensei_103,1667897846.060412,-747,1715,630,3092,2022-11-08 08:57:26.060411930,
