projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_103,1667897837.281,-993,1669,746,3408,2022-11-08 08:57:17.280999899,
SCAI-SENSEI,user_sensei_103,1667897837.4795296,-1025,1781,801,3607,2022-11-08 08:57:17.479529619,
SCAI-SENSEI,user_sensei_103,1667897837.6780589,-1053,1606,622,3281,2022-11-08 08:57:17.678058863,
SCAI-SENSEI,user_sensei_103,1667897837.8765883,-1189,1455,357,3001,2022-11-08 08:57:17.876588345,
SCAI-SENSEI,user_sensei_103,1667897838.0751178,-637,2406,731,3774,2022-11-08 08:57:18.075117826,
SCAI-SENSEI,user_sensei_103,1667897838.273647,186,1864,203,2253,2022-11-08 08:57:18.273647070,
SCAI-SENSEI,user_sensei_103,1667897838.4721766,115,1840,98,2053,2022-11-08 08:57:18.472176552,
SCAI-SENSEI,user_sensei_103,1667897838.670706,-1077,2260,-113,3450,2022-11-08 08:57:18.670706034,
SCAI-SENSEI,user_sensei_103,1667897838.8692355,-1302,1518,-201,3021,2022-11-08 08:57:18.869235516,
SCAI-SENSEI,user_sensei_103,1667897839.067765,-1265,1723,210,3198,2022-11-08 08:57:19.067764997,
SCAI-SENSEI,user_sensei_103,1667897839.2662942,-459,1422,1061,2942,2022-11-08 08:57:19.266294241,
SCAI-SENSEI,user_sensei_103,1667897839.4648235,-580,1903,1063,3546,2022-11-08 08:57:19.464823484,
SCAI-SENSEI,user_sensei_103,1667897839.663353,-1505,1869,446,3820,2022-11-08 08:57:19.663352966,
SCAI-SENSEI,user_sensei_103,1667897839.8618824,-1307,1498,448,3253,2022-11-08 08:57:19.861882448,
SCAI-SENSEI,user_sensei_103,1667897840.060412,-871,1692,658,3221,2022-11-08 08:57:20.060411930,
SCAI-SENSEI,user_sensei_103,1667897840.2589412,-622,1707,748,3077,2022-11-08 08:57:20.258941174,
SCAI-SENSEI,user_sensei_103,1667897840.457471,-628,1769,755,3152,2022-11-08 08:57:20.457470894,
SCAI-SENSEI,user_sensei_103,1667897840.656,-729,1719,686,3134,2022-11-08 08:57:20.655999899,
SCAI-SENSEI,user_sensei_103,1667897840.8545296,-827,1736,724,3287,2022-11-08 08:57:20.854529619,
SCAI-SENSEI,user_sensei_103,1667897841.053059,-867,1769,704,3340,2022-11-08 08:57:21.053059101,
SCAI-SENSEI,user_sensei_103,1667897841.2515883,-896,1656,756,3308,2022-11-08 08:57:21.251588345,
SCAI-SENSEI,user_sensei_103,1667897841.4501178,-891,1681,736,3308,2022-11-08 08:57:21.450117826,
SCAI-SENSEI,user_sensei_103,1667897841.6486473,-914,1677,750,3341,2022-11-08 08:57:21.648647308,
SCAI-SENSEI,user_sensei_103,1667897841.8471766,-915,1681,806,3402,2022-11-08 08:57:21.847176552,
SCAI-SENSEI,user_sensei_103,1667897842.045706,-878,1624,695,3197,2022-11-08 08:57:22.045706034,
SCAI-SENSEI,user_sensei_103,1667897842.2442353,-858,1670,893,3421,2022-11-08 08:57:22.244235277,
SCAI-SENSEI,user_sensei_103,1667897842.4427648,-772,1646,839,3257,2022-11-08 08:57:22.442764759,
SCAI-SENSEI,user_sensei_103,1667897842.6412942,-838,1641,842,3321,2022-11-08 08:57:22.641294241,
SCAI-SENSEI,user_sensei_103,1667897842.8398235,-818,1641,802,3261,2022-11-08 08:57:22.839823484,
SCAI-SENSEI,user_sensei_103,1667897843.0383532,-842,1658,819,3319,2022-11-08 08:57:23.038353205,
SCAI-SENSEI,user_sensei_103,1667897843.2368824,-833,1666,811,3310,2022-11-08 08:57:23.236882448,
