time,projectId,userId,acc_x,acc_y,acc_z,1d_signal,timestamp
1668606320.006,SCAI-SENSEI,sensei-188,-0.195,-0.02,-0.943,1.158,2022-11-16 13:45:20.006000042
1668606320.016,SCAI-SENSEI,sensei-188,-0.193,-0.023,-0.947,1.163,2022-11-16 13:45:20.016000032
1668606320.026,SCAI-SENSEI,sensei-188,-0.197,-0.021,-0.951,1.169,2022-11-16 13:45:20.026000023
1668606320.036,SCAI-SENSEI,sensei-188,-0.201,-0.02,-0.943,1.164,2022-11-16 13:45:20.036000013
1668606320.046,SCAI-SENSEI,sensei-188,-0.193,-0.023,-0.945,1.161,2022-11-16 13:45:20.046000004
1668606320.056,SCAI-SENSEI,sensei-188,-0.195,-0.027,-0.949,1.171,2022-11-16 13:45:20.055999994
1668606320.066,SCAI-SENSEI,sensei-188,-0.199,-0.027,-0.949,1.175,2022-11-16 13:45:20.065999985
1668606320.076,SCAI-SENSEI,sensei-188,-0.199,-0.027,-0.945,1.171,2022-11-16 13:45:20.075999975
1668606320.086,SCAI-SENSEI,sensei-188,-0.195,-0.025,-0.945,1.165,2022-11-16 13:45:20.085999966
1668606320.096,SCAI-SENSEI,sensei-188,-0.195,-0.023,-0.949,1.167,2022-11-16 13:45:20.095999956
1668606320.106,SCAI-SENSEI,sensei-188,-0.199,-0.021,-0.945,1.165,2022-11-16 13:45:20.105999947
1668606320.116,SCAI-SENSEI,sensei-188,-0.195,-0.023,-0.943,1.161,2022-11-16 13:45:20.115999937
1668606320.126,SCAI-SENSEI,sensei-188,-0.193,-0.023,-0.949,1.165,2022-11-16 13:45:20.125999928
1668606320.136,SCAI-SENSEI,sensei-188,-0.199,-0.021,-0.943,1.163,2022-11-16 13:45:20.135999918
1668606320.146,SCAI-SENSEI,sensei-188,-0.193,-0.023,-0.947,1.163,2022-11-16 13:45:20.145999908
1668606320.156,SCAI-SENSEI,sensei-188,-0.197,-0.025,-0.945,1.167,2022-11-16 13:45:20.155999899
1668606320.166,SCAI-SENSEI,sensei-188,-0.195,-0.027,-0.945,1.167,2022-11-16 13:45:20.165999889
1668606320.176,SCAI-SENSEI,sensei-188,-0.195,-0.021,-0.947,1.163,2022-11-16 13:45:20.176000118
1668606320.186,SCAI-SENSEI,sensei-188,-0.197,-0.023,-0.945,1.165,2022-11-16 13:45:20.186000109
1668606320.196,SCAI-SENSEI,sensei-188,-0.195,-0.025,-0.947,1.167,2022-11-16 13:45:20.196000099
1668606320.206,SCAI-SENSEI,sensei-188,-0.197,-0.023,-0.947,1.167,2022-11-16 13:45:20.206000090
1668606320.216,SCAI-SENSEI,sensei-188,-0.197,-0.02,-0.943,1.16,2022-11-16 13:45:20.216000080
1668606320.226,SCAI-SENSEI,sensei-188,-0.193,-0.023,-0.947,1.163,2022-11-16 13:45:20.226000071
1668606320.236,SCAI-SENSEI,sensei-188,-0.197,-0.025,-0.947,1.169,2022-11-16 13:45:20.236000061
1668606320.246,SCAI-SENSEI,sensei-188,-0.197,-0.025,-0.949,1.171,2022-11-16 13:45:20.246000051
1668606320.256,SCAI-SENSEI,sensei-188,-0.195,-0.023,-0.945,1.163,2022-11-16 13:45:20.256000041
1668606320.266,SCAI-SENSEI,sensei-188,-0.195,-0.023,-0.947,1.165,2022-11-16 13:45:20.266000032
1668606320.276,SCAI-SENSEI,sensei-188,-0.197,-0.021,-0.945,1.163,2022-11-16 13:45:20.276000023
1668606320.286,SCAI-SENSEI,sensei-188,-0.195,-0.023,-0.943,1.161,2022-11-16 13:45:20.286000013
1668606320.296,SCAI-SENSEI,sensei-188,-0.193,-0.021,-0.945,1.159,2022-11-16 13:45:20.296000004
1668606320.306,SCAI-SENSEI,sensei-188,-0.195,-0.023,-0.949,1.167,2022-11-16 13:45:20.305999994
1668606320.316,SCAI-SENSEI,sensei-188,-0.199,-0.021,-0.945,1.165,2022-11-16 13:45:20.315999985
1668606320.326,SCAI-SENSEI,sensei-188,-0.195,-0.025,-0.943,1.163,2022-11-16 13:45:20.325999975
1668606320.336,SCAI-SENSEI,sensei-188,-0.193,-0.021,-0.947,1.161,2022-11-16 13:45:20.335999966
1668606320.346,SCAI-SENSEI,sensei-188,-0.197,-0.025,-0.947,1.169,2022-11-16 13:45:20.345999956
1668606320.356,SCAI-SENSEI,sensei-188,-0.197,-0.023,-0.945,1.165,2022-11-16 13:45:20.355999947
1668606320.366,SCAI-SENSEI,sensei-188,-0.195,-0.023,-0.947,1.165,2022-11-16 13:45:20.365999937
