time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp,alignment_point
1669970642.606564,TEST,user-test-000,0x2b,57,4,1,-5,473,0,478,2022-12-02 08:44:02.606564045,
1669970642.637626,TEST,user-test-000,0x2b,57,4,1,-5,476,-2,483,2022-12-02 08:44:02.637625933,
1669970642.668688,TEST,user-test-000,0x2b,57,4,1,-3,472,-3,478,2022-12-02 08:44:02.668688059,
1669970642.69975,TEST,user-test-000,0x2b,57,4,1,-4,470,-3,477,2022-12-02 08:44:02.699749947,
1669970642.731814,TEST,user-test-000,0x2b,57,4,1,-5,472,-1,478,2022-12-02 08:44:02.731813908,
1669970642.762876,TEST,user-test-000,0x2b,57,4,1,-4,472,-1,477,2022-12-02 08:44:02.762876034,
1669970642.7939382,TEST,user-test-000,0x2b,57,4,1,-5,472,-2,479,2022-12-02 08:44:02.793938160,
1669970642.825,TEST,user-test-000,0x2b,57,4,1,-7,472,-2,481,2022-12-02 08:44:02.825000048,
1669970642.857064,TEST,user-test-000,0x2b,57,4,1,-6,471,0,477,2022-12-02 08:44:02.857064009,
1669970642.888126,TEST,user-test-000,0x2b,57,4,1,-5,471,-1,477,2022-12-02 08:44:02.888125896,
1669970642.919188,TEST,user-test-000,0x2b,57,4,1,-4,473,-3,480,2022-12-02 08:44:02.919188023,
1669970642.95025,TEST,user-test-000,0x2b,57,4,1,-4,474,-4,482,2022-12-02 08:44:02.950249910,
1669970642.982314,TEST,user-test-000,0x2b,57,4,1,-6,471,-5,482,2022-12-02 08:44:02.982314110,
1669970643.013376,TEST,user-test-000,0x2b,57,4,1,-3,471,-2,476,2022-12-02 08:44:03.013375998,
1669970643.044438,TEST,user-test-000,0x2b,57,4,1,-3,470,0,473,2022-12-02 08:44:03.044437885,
1669970643.0755,TEST,user-test-000,0x2b,57,4,1,-5,471,0,476,2022-12-02 08:44:03.075500011,
1669970643.107564,TEST,user-test-000,0x2b,57,4,1,-6,472,0,478,2022-12-02 08:44:03.107563972,
1669970643.138626,TEST,user-test-000,0x2b,57,4,1,-5,472,0,477,2022-12-02 08:44:03.138626099,
1669970643.1696882,TEST,user-test-000,0x2b,57,4,1,-4,471,-1,476,2022-12-02 08:44:03.169688225,
1669970643.20075,TEST,user-test-000,0x2b,57,4,1,-4,473,0,477,2022-12-02 08:44:03.200750113,
1669970643.232814,TEST,user-test-000,0x2b,57,4,1,-4,474,0,478,2022-12-02 08:44:03.232814074,
1669970643.263876,TEST,user-test-000,0x2b,57,4,1,-6,472,-2,480,2022-12-02 08:44:03.263875961,
1669970643.294938,TEST,user-test-000,0x2b,57,4,1,-6,472,-2,480,2022-12-02 08:44:03.294938087,
1669970643.326,TEST,user-test-000,0x2b,57,4,1,-7,472,0,479,2022-12-02 08:44:03.325999975,
1669970643.3580642,TEST,user-test-000,0x2b,57,4,1,-5,473,-1,479,2022-12-02 08:44:03.358064175,
1669970643.389126,TEST,user-test-000,0x2b,57,4,1,-4,473,-3,480,2022-12-02 08:44:03.389126062,
1669970643.4201882,TEST,user-test-000,0x2b,57,4,1,-4,477,-2,483,2022-12-02 08:44:03.420188189,
1669970643.45125,TEST,user-test-000,0x2b,57,4,1,-4,473,-3,480,2022-12-02 08:44:03.451250076,
1669970643.483314,TEST,user-test-000,0x2b,57,4,1,-5,472,-3,480,2022-12-02 08:44:03.483314037,
1669970643.514376,TEST,user-test-000,0x2b,57,4,1,-5,472,-3,480,2022-12-02 08:44:03.514375924,
1669970643.545438,TEST,user-test-000,0x2b,57,4,1,-4,473,-2,479,2022-12-02 08:44:03.545438051,
1669970643.5765,TEST,user-test-000,0x2b,57,4,1,-5,473,0,478,2022-12-02 08:44:03.576499939,
1669970643.608564,TEST,user-test-000,0x2b,58,4,1,-5,472,2,479,2022-12-02 08:44:03.608563900,
1669970643.639626,TEST,user-test-000,0x2b,58,4,1,-4,473,2,479,2022-12-02 08:44:03.639626026,
1669970643.6706882,TEST,user-test-000,0x2b,58,4,1,-4,473,-3,480,2022-12-02 08:44:03.670688152,
1669970643.70175,TEST,user-test-000,0x2b,58,4,1,-4,473,-3,480,2022-12-02 08:44:03.701750040,
1669970643.733814,TEST,user-test-000,0x2b,58,4,1,-5,472,-3,480,2022-12-02 08:44:03.733814001,
1669970643.764876,TEST,user-test-000,0x2b,58,4,1,-5,472,-2,479,2022-12-02 08:44:03.764875889,
1669970643.795938,TEST,user-test-000,0x2b,58,4,1,-5,472,-1,478,2022-12-02 08:44:03.795938015,
1669970643.827,TEST,user-test-000,0x2b,58,4,1,-4,471,-3,478,2022-12-02 08:44:03.826999903,
1669970643.859064,TEST,user-test-000,0x2b,58,4,1,-4,472,-3,479,2022-12-02 08:44:03.859064102,
1669970643.890126,TEST,user-test-000,0x2b,58,4,1,-5,474,-1,480,2022-12-02 08:44:03.890125990,
1669970643.921188,TEST,user-test-000,0x2b,58,4,1,-5,475,-1,481,2022-12-02 08:44:03.921188116,
1669970643.95225,TEST,user-test-000,0x2b,58,4,1,-5,473,-4,482,2022-12-02 08:44:03.952250004,
1669970643.9843142,TEST,user-test-000,0x2b,58,4,1,-5,471,-5,481,2022-12-02 08:44:03.984314203,
1669970644.015376,TEST,user-test-000,0x2b,58,4,1,-5,473,-3,481,2022-12-02 08:44:04.015376091,
1669970644.0464382,TEST,user-test-000,0x2b,58,4,1,-4,473,-3,480,2022-12-02 08:44:04.046438217,
1669970644.0775,TEST,user-test-000,0x2b,58,4,1,-4,473,-4,481,2022-12-02 08:44:04.077500105,
1669970644.109564,TEST,user-test-000,0x2b,58,4,1,-5,473,-1,479,2022-12-02 08:44:04.109564066,
1669970644.140626,TEST,user-test-000,0x2b,58,4,1,-3,473,0,476,2022-12-02 08:44:04.140625954,
1669970644.171688,TEST,user-test-000,0x2b,58,4,1,-3,473,0,476,2022-12-02 08:44:04.171688080,
1669970644.20275,TEST,user-test-000,0x2b,58,4,1,-4,473,-1,478,2022-12-02 08:44:04.202749968,
1669970644.2348142,TEST,user-test-000,0x2b,58,4,1,-4,471,-3,478,2022-12-02 08:44:04.234814167,
