time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp,alignment_point
1667900291.3675852,TEST,user-test-000,0x2b,191,4,1,455,259,261,975,2022-11-08 09:38:11.367585182,
1667900291.3984375,TEST,user-test-000,0x2b,191,4,1,460,233,303,996,2022-11-08 09:38:11.398437500,
1667900291.42929,TEST,user-test-000,0x2b,191,4,1,383,224,293,900,2022-11-08 09:38:11.429290056,
1667900291.4601424,TEST,user-test-000,0x2b,191,4,1,295,262,273,830,2022-11-08 09:38:11.460142374,
1667900291.49199,TEST,user-test-000,0x2b,191,4,1,289,274,274,837,2022-11-08 09:38:11.491990089,
1667900291.5228422,TEST,user-test-000,0x2b,191,4,1,324,281,287,892,2022-11-08 09:38:11.522842169,
1667900291.5536947,TEST,user-test-000,0x2b,191,4,1,364,287,301,952,2022-11-08 09:38:11.553694725,
1667900291.5845468,TEST,user-test-000,0x2b,191,4,1,372,296,308,976,2022-11-08 09:38:11.584546804,
1667900291.6163943,TEST,user-test-000,0x2b,191,4,1,323,304,291,918,2022-11-08 09:38:11.616394281,
1667900291.6472468,TEST,user-test-000,0x2b,191,4,1,284,311,301,896,2022-11-08 09:38:11.647246838,
1667900291.6780994,TEST,user-test-000,0x2b,191,4,1,264,317,305,886,2022-11-08 09:38:11.678099394,
1667900291.7089517,TEST,user-test-000,0x2b,191,4,1,262,322,294,878,2022-11-08 09:38:11.708951712,
1667900291.7407992,TEST,user-test-000,0x2b,191,4,1,266,322,281,869,2022-11-08 09:38:11.740799189,
1667900291.7716515,TEST,user-test-000,0x2b,191,4,1,258,332,293,883,2022-11-08 09:38:11.771651506,
1667900291.802504,TEST,user-test-000,0x2b,191,4,1,230,341,291,862,2022-11-08 09:38:11.802504063,
1667900291.833356,TEST,user-test-000,0x2b,191,4,1,196,350,282,828,2022-11-08 09:38:11.833355904,
1667900291.865204,TEST,user-test-000,0x2b,191,4,1,170,361,276,807,2022-11-08 09:38:11.865204096,
1667900291.8960562,TEST,user-test-000,0x2b,191,4,1,170,362,274,806,2022-11-08 09:38:11.896056175,
1667900291.9269085,TEST,user-test-000,0x2b,191,4,1,163,359,286,808,2022-11-08 09:38:11.926908493,
1667900291.9577608,TEST,user-test-000,0x2b,191,4,1,163,362,301,826,2022-11-08 09:38:11.957760811,
1667900291.9896083,TEST,user-test-000,0x2b,191,4,1,174,370,312,856,2022-11-08 09:38:11.989608288,
1667900292.0204608,TEST,user-test-000,0x2b,191,4,1,189,370,312,871,2022-11-08 09:38:12.020460844,
1667900292.0513132,TEST,user-test-000,0x2b,191,4,1,195,366,321,882,2022-11-08 09:38:12.051313162,
1667900292.0821657,TEST,user-test-000,0x2b,191,4,1,200,363,317,880,2022-11-08 09:38:12.082165718,
1667900292.1140132,TEST,user-test-000,0x2b,191,4,1,196,362,306,864,2022-11-08 09:38:12.114013195,
1667900292.1448653,TEST,user-test-000,0x2b,191,4,1,180,363,295,838,2022-11-08 09:38:12.144865274,
1667900292.1757178,TEST,user-test-000,0x2b,191,4,1,175,354,278,807,2022-11-08 09:38:12.175717831,
1667900292.20657,TEST,user-test-000,0x2b,191,4,1,183,362,288,833,2022-11-08 09:38:12.206569910,
