projectId,userId,time,x,y,z,1d_signal,timestamp
SCAI-SENSEI,user_sensei_223,1668441567.503,457,179,2052,2688,2022-11-14 15:59:27.503000020
SCAI-SENSEI,user_sensei_223,1668441567.703,462,148,2036,2646,2022-11-14 15:59:27.703000069
SCAI-SENSEI,user_sensei_223,1668441567.903,463,119,2033,2615,2022-11-14 15:59:27.903000116
SCAI-SENSEI,user_sensei_223,1668441568.103,447,42,2039,2528,2022-11-14 15:59:28.102999926
SCAI-SENSEI,user_sensei_223,1668441568.303,469,33,2016,2518,2022-11-14 15:59:28.302999973
SCAI-SENSEI,user_sensei_223,1668441568.503,473,61,2032,2566,2022-11-14 15:59:28.503000020
SCAI-SENSEI,user_sensei_223,1668441568.703,486,74,2006,2566,2022-11-14 15:59:28.703000069
SCAI-SENSEI,user_sensei_223,1668441568.903,457,60,2054,2571,2022-11-14 15:59:28.903000116
SCAI-SENSEI,user_sensei_223,1668441569.103,453,91,2066,2610,2022-11-14 15:59:29.102999926
SCAI-SENSEI,user_sensei_223,1668441569.303,447,74,2098,2619,2022-11-14 15:59:29.302999973
SCAI-SENSEI,user_sensei_223,1668441569.503,507,53,1995,2555,2022-11-14 15:59:29.503000020
SCAI-SENSEI,user_sensei_223,1668441569.703,496,37,2008,2541,2022-11-14 15:59:29.703000069
SCAI-SENSEI,user_sensei_223,1668441569.903,477,64,1939,2480,2022-11-14 15:59:29.903000116
SCAI-SENSEI,user_sensei_223,1668441570.103,412,148,2014,2574,2022-11-14 15:59:30.102999926
SCAI-SENSEI,user_sensei_223,1668441570.303,443,41,1568,2052,2022-11-14 15:59:30.302999973
SCAI-SENSEI,user_sensei_223,1668441570.503,339,-89,1448,1876,2022-11-14 15:59:30.503000020
SCAI-SENSEI,user_sensei_223,1668441570.703,470,430,2837,3737,2022-11-14 15:59:30.703000069
SCAI-SENSEI,user_sensei_223,1668441570.903,704,169,2210,3083,2022-11-14 15:59:30.903000116
SCAI-SENSEI,user_sensei_223,1668441571.103,795,34,2213,3042,2022-11-14 15:59:31.102999926
SCAI-SENSEI,user_sensei_223,1668441571.303,696,-117,1825,2638,2022-11-14 15:59:31.302999973
SCAI-SENSEI,user_sensei_223,1668441571.503,576,87,1920,2583,2022-11-14 15:59:31.503000020
SCAI-SENSEI,user_sensei_223,1668441571.703,696,8,1994,2698,2022-11-14 15:59:31.703000069
SCAI-SENSEI,user_sensei_223,1668441571.903,507,59,2065,2631,2022-11-14 15:59:31.903000116
SCAI-SENSEI,user_sensei_223,1668441572.103,564,-13,1946,2523,2022-11-14 15:59:32.102999926
SCAI-SENSEI,user_sensei_223,1668441572.303,653,63,1977,2693,2022-11-14 15:59:32.302999973
SCAI-SENSEI,user_sensei_223,1668441572.503,593,41,1989,2623,2022-11-14 15:59:32.503000020
SCAI-SENSEI,user_sensei_223,1668441572.703,593,42,2014,2649,2022-11-14 15:59:32.703000069
SCAI-SENSEI,user_sensei_223,1668441572.903,602,-12,1957,2571,2022-11-14 15:59:32.903000116
SCAI-SENSEI,user_sensei_223,1668441573.103,605,73,2001,2679,2022-11-14 15:59:33.102999926
SCAI-SENSEI,user_sensei_223,1668441573.303,587,40,2000,2627,2022-11-14 15:59:33.302999973
SCAI-SENSEI,user_sensei_223,1668441573.503,588,28,1986,2602,2022-11-14 15:59:33.503000020
SCAI-SENSEI,user_sensei_223,1668441573.703,575,10,2003,2588,2022-11-14 15:59:33.703000069
SCAI-SENSEI,user_sensei_223,1668441573.903,571,19,2003,2593,2022-11-14 15:59:33.903000116
SCAI-SENSEI,user_sensei_223,1668441574.103,577,17,1997,2591,2022-11-14 15:59:34.102999926
SCAI-SENSEI,user_sensei_223,1668441574.303,568,34,2023,2625,2022-11-14 15:59:34.302999973
SCAI-SENSEI,user_sensei_223,1668441574.503,613,49,1988,2650,2022-11-14 15:59:34.503000020
SCAI-SENSEI,user_sensei_223,1668441574.703,570,44,2015,2629,2022-11-14 15:59:34.703000069
SCAI-SENSEI,user_sensei_223,1668441574.903,636,31,1931,2598,2022-11-14 15:59:34.903000116
SCAI-SENSEI,user_sensei_223,1668441575.103,590,-222,2023,2835,2022-11-14 15:59:35.102999926
SCAI-SENSEI,user_sensei_223,1668441575.303,624,-184,2015,2823,2022-11-14 15:59:35.302999973
SCAI-SENSEI,user_sensei_223,1668441575.503,610,-26,2097,2733,2022-11-14 15:59:35.503000020
SCAI-SENSEI,user_sensei_223,1668441575.703,420,216,2783,3419,2022-11-14 15:59:35.703000069
SCAI-SENSEI,user_sensei_223,1668441575.903,381,-7,1992,2380,2022-11-14 15:59:35.903000116
SCAI-SENSEI,user_sensei_223,1668441576.103,478,121,1512,2111,2022-11-14 15:59:36.102999926
SCAI-SENSEI,user_sensei_223,1668441576.303,510,42,1737,2289,2022-11-14 15:59:36.302999973
SCAI-SENSEI,user_sensei_223,1668441576.503,599,13,1960,2572,2022-11-14 15:59:36.503000020
SCAI-SENSEI,user_sensei_223,1668441576.703,557,32,1988,2577,2022-11-14 15:59:36.703000069
SCAI-SENSEI,user_sensei_223,1668441576.903,467,-11,2015,2493,2022-11-14 15:59:36.903000116
SCAI-SENSEI,user_sensei_223,1668441577.103,532,36,2021,2589,2022-11-14 15:59:37.102999926
SCAI-SENSEI,user_sensei_223,1668441577.303,522,1,1978,2501,2022-11-14 15:59:37.302999973
SCAI-SENSEI,user_sensei_223,1668441577.503,525,4,2019,2548,2022-11-14 15:59:37.503000020
SCAI-SENSEI,user_sensei_223,1668441577.703,483,15,2037,2535,2022-11-14 15:59:37.703000069
SCAI-SENSEI,user_sensei_223,1668441577.903,538,13,1999,2550,2022-11-14 15:59:37.903000116
SCAI-SENSEI,user_sensei_223,1668441578.103,490,-5,2008,2503,2022-11-14 15:59:38.102999926
SCAI-SENSEI,user_sensei_223,1668441578.303,456,-52,2051,2559,2022-11-14 15:59:38.302999973
SCAI-SENSEI,user_sensei_223,1668441578.503,534,-3,2039,2576,2022-11-14 15:59:38.503000020
SCAI-SENSEI,user_sensei_223,1668441578.703,567,-25,2013,2605,2022-11-14 15:59:38.703000069
SCAI-SENSEI,user_sensei_223,1668441578.903,518,-29,1977,2524,2022-11-14 15:59:38.903000116
SCAI-SENSEI,user_sensei_223,1668441579.103,516,-27,2031,2574,2022-11-14 15:59:39.102999926
SCAI-SENSEI,user_sensei_223,1668441579.303,592,-63,1983,2638,2022-11-14 15:59:39.302999973
SCAI-SENSEI,user_sensei_223,1668441579.503,594,-93,1970,2657,2022-11-14 15:59:39.503000020
SCAI-SENSEI,user_sensei_223,1668441579.703,546,-82,2016,2644,2022-11-14 15:59:39.703000069
SCAI-SENSEI,user_sensei_223,1668441579.903,502,-1,1973,2476,2022-11-14 15:59:39.903000116
SCAI-SENSEI,user_sensei_223,1668441580.103,443,-17,1546,2006,2022-11-14 15:59:40.102999926
SCAI-SENSEI,user_sensei_223,1668441580.303,474,-42,1485,2001,2022-11-14 15:59:40.302999973
SCAI-SENSEI,user_sensei_223,1668441580.503,374,372,2791,3537,2022-11-14 15:59:40.503000020
SCAI-SENSEI,user_sensei_223,1668441580.703,642,281,2342,3265,2022-11-14 15:59:40.703000069
SCAI-SENSEI,user_sensei_223,1668441580.903,657,-141,2255,3053,2022-11-14 15:59:40.903000116
SCAI-SENSEI,user_sensei_223,1668441581.103,678,-102,1803,2583,2022-11-14 15:59:41.102999926
SCAI-SENSEI,user_sensei_223,1668441581.303,778,20,1945,2743,2022-11-14 15:59:41.302999973
SCAI-SENSEI,user_sensei_223,1668441581.503,599,-90,1971,2660,2022-11-14 15:59:41.503000020
SCAI-SENSEI,user_sensei_223,1668441581.703,676,-101,1942,2719,2022-11-14 15:59:41.703000069
SCAI-SENSEI,user_sensei_223,1668441581.903,619,26,1978,2623,2022-11-14 15:59:41.903000116
SCAI-SENSEI,user_sensei_223,1668441582.103,625,16,1997,2638,2022-11-14 15:59:42.102999926
SCAI-SENSEI,user_sensei_223,1668441582.303,617,3,1982,2602,2022-11-14 15:59:42.302999973
SCAI-SENSEI,user_sensei_223,1668441582.503,606,5,2000,2611,2022-11-14 15:59:42.503000020
SCAI-SENSEI,user_sensei_223,1668441582.703,599,29,1990,2618,2022-11-14 15:59:42.703000069
SCAI-SENSEI,user_sensei_223,1668441582.903,581,13,2011,2605,2022-11-14 15:59:42.903000116
SCAI-SENSEI,user_sensei_223,1668441583.103,583,6,1994,2583,2022-11-14 15:59:43.102999926
SCAI-SENSEI,user_sensei_223,1668441583.303,586,11,1992,2589,2022-11-14 15:59:43.302999973
SCAI-SENSEI,user_sensei_223,1668441583.503,554,23,2022,2599,2022-11-14 15:59:43.503000020
SCAI-SENSEI,user_sensei_223,1668441583.703,579,-1,2003,2583,2022-11-14 15:59:43.703000069
SCAI-SENSEI,user_sensei_223,1668441583.903,576,-9,1994,2579,2022-11-14 15:59:43.903000116
SCAI-SENSEI,user_sensei_223,1668441584.103,562,3,2017,2582,2022-11-14 15:59:44.102999926
SCAI-SENSEI,user_sensei_223,1668441584.303,573,-29,1976,2578,2022-11-14 15:59:44.302999973
SCAI-SENSEI,user_sensei_223,1668441584.503,560,-7,2004,2571,2022-11-14 15:59:44.503000020
SCAI-SENSEI,user_sensei_223,1668441584.703,565,-16,2008,2589,2022-11-14 15:59:44.703000069
SCAI-SENSEI,user_sensei_223,1668441584.903,557,-31,1990,2578,2022-11-14 15:59:44.903000116
SCAI-SENSEI,user_sensei_223,1668441585.103,715,-287,1805,2807,2022-11-14 15:59:45.102999926
SCAI-SENSEI,user_sensei_223,1668441585.303,530,-102,2242,2874,2022-11-14 15:59:45.302999973
SCAI-SENSEI,user_sensei_223,1668441585.503,606,-79,2070,2755,2022-11-14 15:59:45.503000020
SCAI-SENSEI,user_sensei_223,1668441585.703,590,113,2511,3214,2022-11-14 15:59:45.703000069
SCAI-SENSEI,user_sensei_223,1668441585.903,458,86,2109,2653,2022-11-14 15:59:45.903000116
SCAI-SENSEI,user_sensei_223,1668441586.103,297,168,1837,2302,2022-11-14 15:59:46.102999926
SCAI-SENSEI,user_sensei_223,1668441586.303,583,-55,1535,2173,2022-11-14 15:59:46.302999973
SCAI-SENSEI,user_sensei_223,1668441586.503,960,221,1974,3155,2022-11-14 15:59:46.503000020
SCAI-SENSEI,user_sensei_223,1668441586.703,405,-13,2223,2641,2022-11-14 15:59:46.703000069
SCAI-SENSEI,user_sensei_223,1668441586.903,419,25,2243,2687,2022-11-14 15:59:46.903000116
SCAI-SENSEI,user_sensei_223,1668441587.103,407,223,2111,2741,2022-11-14 15:59:47.102999926
SCAI-SENSEI,user_sensei_223,1668441587.303,626,87,1906,2619,2022-11-14 15:59:47.302999973
SCAI-SENSEI,user_sensei_223,1668441587.503,658,157,1804,2619,2022-11-14 15:59:47.503000020
SCAI-SENSEI,user_sensei_223,1668441587.703,580,531,2132,3243,2022-11-14 15:59:47.703000069
SCAI-SENSEI,user_sensei_223,1668441587.903,576,548,1962,3086,2022-11-14 15:59:47.903000116
SCAI-SENSEI,user_sensei_223,1668441588.103,548,737,1892,3177,2022-11-14 15:59:48.102999926
SCAI-SENSEI,user_sensei_223,1668441588.303,362,299,2026,2687,2022-11-14 15:59:48.302999973
SCAI-SENSEI,user_sensei_223,1668441588.503,508,430,1875,2813,2022-11-14 15:59:48.503000020
SCAI-SENSEI,user_sensei_223,1668441588.703,518,540,1954,3012,2022-11-14 15:59:48.703000069
SCAI-SENSEI,user_sensei_223,1668441588.903,329,342,1712,2383,2022-11-14 15:59:48.903000116
SCAI-SENSEI,user_sensei_223,1668441589.103,596,663,2018,3277,2022-11-14 15:59:49.102999926
SCAI-SENSEI,user_sensei_223,1668441589.303,880,878,1391,3149,2022-11-14 15:59:49.302999973
SCAI-SENSEI,user_sensei_223,1668441589.503,560,554,1264,2378,2022-11-14 15:59:49.503000020
SCAI-SENSEI,user_sensei_223,1668441589.703,288,590,2029,2907,2022-11-14 15:59:49.703000069
SCAI-SENSEI,user_sensei_223,1668441589.903,451,541,1981,2973,2022-11-14 15:59:49.903000116
SCAI-SENSEI,user_sensei_223,1668441590.103,437,513,1901,2851,2022-11-14 15:59:50.102999926
SCAI-SENSEI,user_sensei_223,1668441590.303,518,494,1744,2756,2022-11-14 15:59:50.302999973
SCAI-SENSEI,user_sensei_223,1668441590.503,896,1533,1098,3527,2022-11-14 15:59:50.503000020
SCAI-SENSEI,user_sensei_223,1668441590.703,666,1578,1408,3652,2022-11-14 15:59:50.703000069
SCAI-SENSEI,user_sensei_223,1668441590.903,540,1814,1428,3782,2022-11-14 15:59:50.903000116
SCAI-SENSEI,user_sensei_223,1668441591.103,570,791,1614,2975,2022-11-14 15:59:51.102999926
SCAI-SENSEI,user_sensei_223,1668441591.303,817,720,1566,3103,2022-11-14 15:59:51.302999973
SCAI-SENSEI,user_sensei_223,1668441591.503,1369,729,973,3071,2022-11-14 15:59:51.503000020
SCAI-SENSEI,user_sensei_223,1668441591.703,1837,1019,769,3625,2022-11-14 15:59:51.703000069
SCAI-SENSEI,user_sensei_223,1668441591.903,1591,1096,708,3395,2022-11-14 15:59:51.903000116
SCAI-SENSEI,user_sensei_223,1668441592.103,1795,616,1227,3638,2022-11-14 15:59:52.102999926
SCAI-SENSEI,user_sensei_223,1668441592.303,1793,469,704,2966,2022-11-14 15:59:52.302999973
SCAI-SENSEI,user_sensei_223,1668441592.503,875,452,180,1507,2022-11-14 15:59:52.503000020
SCAI-SENSEI,user_sensei_223,1668441592.703,560,-1975,2139,4674,2022-11-14 15:59:52.703000069
SCAI-SENSEI,user_sensei_223,1668441592.903,-296,-543,1831,2670,2022-11-14 15:59:52.903000116
SCAI-SENSEI,user_sensei_223,1668441593.103,15,-19,2068,2102,2022-11-14 15:59:53.102999926
SCAI-SENSEI,user_sensei_223,1668441593.303,28,-21,2071,2120,2022-11-14 15:59:53.302999973
SCAI-SENSEI,user_sensei_223,1668441593.503,27,-22,2079,2128,2022-11-14 15:59:53.503000020
SCAI-SENSEI,user_sensei_223,1668441593.703,20,-20,2075,2115,2022-11-14 15:59:53.703000069
SCAI-SENSEI,user_sensei_223,1668441593.903,24,-17,2073,2114,2022-11-14 15:59:53.903000116
SCAI-SENSEI,user_sensei_223,1668441594.103,18,-20,2095,2133,2022-11-14 15:59:54.102999926
SCAI-SENSEI,user_sensei_223,1668441594.303,14,-23,2071,2108,2022-11-14 15:59:54.302999973
SCAI-SENSEI,user_sensei_223,1668441594.503,33,-20,2084,2137,2022-11-14 15:59:54.503000020
SCAI-SENSEI,user_sensei_223,1668441594.703,25,-17,2071,2113,2022-11-14 15:59:54.703000069
SCAI-SENSEI,user_sensei_223,1668441594.903,16,-19,2069,2104,2022-11-14 15:59:54.903000116
SCAI-SENSEI,user_sensei_223,1668441595.103,21,-17,2077,2115,2022-11-14 15:59:55.102999926
SCAI-SENSEI,user_sensei_223,1668441595.303,21,-17,2076,2114,2022-11-14 15:59:55.302999973
SCAI-SENSEI,user_sensei_223,1668441595.503,21,-19,2099,2139,2022-11-14 15:59:55.503000020
SCAI-SENSEI,user_sensei_223,1668441595.703,31,-18,2072,2121,2022-11-14 15:59:55.703000069
SCAI-SENSEI,user_sensei_223,1668441595.903,19,-21,2080,2120,2022-11-14 15:59:55.903000116
SCAI-SENSEI,user_sensei_223,1668441596.103,24,-19,2073,2116,2022-11-14 15:59:56.102999926
SCAI-SENSEI,user_sensei_223,1668441596.303,21,-18,2077,2116,2022-11-14 15:59:56.302999973
SCAI-SENSEI,user_sensei_223,1668441596.503,22,-18,2079,2119,2022-11-14 15:59:56.503000020
SCAI-SENSEI,user_sensei_223,1668441596.703,27,-20,2076,2123,2022-11-14 15:59:56.703000069
SCAI-SENSEI,user_sensei_223,1668441596.903,25,-18,2086,2129,2022-11-14 15:59:56.903000116
SCAI-SENSEI,user_sensei_223,1668441597.103,11,-20,2041,2072,2022-11-14 15:59:57.102999926
SCAI-SENSEI,user_sensei_223,1668441597.303,20,-33,2098,2151,2022-11-14 15:59:57.302999973
SCAI-SENSEI,user_sensei_223,1668441597.503,22,-19,2069,2110,2022-11-14 15:59:57.503000020
