projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_223,1668441552.939408,238,215,2025,2478,2022-11-14 15:59:12.939408064,
SCAI-SENSEI,user_sensei_223,1668441553.138898,196,237,2161,2594,2022-11-14 15:59:13.138897896,
SCAI-SENSEI,user_sensei_223,1668441553.3383875,-3,291,2031,2325,2022-11-14 15:59:13.338387489,
SCAI-SENSEI,user_sensei_223,1668441553.537877,-14,50,2078,2142,2022-11-14 15:59:13.537877083,
SCAI-SENSEI,user_sensei_223,1668441553.7373672,6,-56,2062,2124,2022-11-14 15:59:13.737367153,
SCAI-SENSEI,user_sensei_223,1668441553.936857,15,9,2156,2180,2022-11-14 15:59:13.936856985,
SCAI-SENSEI,user_sensei_223,1668441554.1363468,-17,191,2121,2329,2022-11-14 15:59:14.136346817,
SCAI-SENSEI,user_sensei_223,1668441554.3358364,75,253,2124,2452,2022-11-14 15:59:14.335836411,
SCAI-SENSEI,user_sensei_223,1668441554.5353262,176,168,2015,2359,2022-11-14 15:59:14.535326242,
SCAI-SENSEI,user_sensei_223,1668441554.734816,168,68,2080,2316,2022-11-14 15:59:14.734816074,
SCAI-SENSEI,user_sensei_223,1668441554.934306,123,29,1930,2082,2022-11-14 15:59:14.934305906,
SCAI-SENSEI,user_sensei_223,1668441555.1337955,255,174,2118,2547,2022-11-14 15:59:15.133795500,
SCAI-SENSEI,user_sensei_223,1668441555.333285,404,231,2073,2708,2022-11-14 15:59:15.333285093,
SCAI-SENSEI,user_sensei_223,1668441555.5327752,475,72,1935,2482,2022-11-14 15:59:15.532775164,
SCAI-SENSEI,user_sensei_223,1668441555.732265,557,2,1962,2521,2022-11-14 15:59:15.732264996,
SCAI-SENSEI,user_sensei_223,1668441555.9317548,563,298,1957,2818,2022-11-14 15:59:15.931754827,
SCAI-SENSEI,user_sensei_223,1668441556.131245,474,278,2205,2957,2022-11-14 15:59:16.131244898,
SCAI-SENSEI,user_sensei_223,1668441556.3307345,488,116,2164,2768,2022-11-14 15:59:16.330734491,
SCAI-SENSEI,user_sensei_223,1668441556.5302243,447,138,1980,2565,2022-11-14 15:59:16.530224323,
SCAI-SENSEI,user_sensei_223,1668441556.7297142,427,110,2055,2592,2022-11-14 15:59:16.729714155,
SCAI-SENSEI,user_sensei_223,1668441556.929204,365,-30,2073,2468,2022-11-14 15:59:16.929203987,
