projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_223,1668441553.689408,238,215,2025,2478,2022-11-14 15:59:13.689408064,
SCAI-SENSEI,user_sensei_223,1668441553.888898,196,237,2161,2594,2022-11-14 15:59:13.888897896,
SCAI-SENSEI,user_sensei_223,1668441554.0883875,-3,291,2031,2325,2022-11-14 15:59:14.088387489,
SCAI-SENSEI,user_sensei_223,1668441554.287877,-14,50,2078,2142,2022-11-14 15:59:14.287877083,
SCAI-SENSEI,user_sensei_223,1668441554.4873672,6,-56,2062,2124,2022-11-14 15:59:14.487367153,
SCAI-SENSEI,user_sensei_223,1668441554.686857,15,9,2156,2180,2022-11-14 15:59:14.686856985,
SCAI-SENSEI,user_sensei_223,1668441554.8863468,-17,191,2121,2329,2022-11-14 15:59:14.886346817,
SCAI-SENSEI,user_sensei_223,1668441555.0858364,75,253,2124,2452,2022-11-14 15:59:15.085836411,
SCAI-SENSEI,user_sensei_223,1668441555.2853262,176,168,2015,2359,2022-11-14 15:59:15.285326242,
SCAI-SENSEI,user_sensei_223,1668441555.484816,168,68,2080,2316,2022-11-14 15:59:15.484816074,
SCAI-SENSEI,user_sensei_223,1668441555.684306,123,29,1930,2082,2022-11-14 15:59:15.684305906,
SCAI-SENSEI,user_sensei_223,1668441555.8837955,255,174,2118,2547,2022-11-14 15:59:15.883795500,
SCAI-SENSEI,user_sensei_223,1668441556.083285,404,231,2073,2708,2022-11-14 15:59:16.083285093,
SCAI-SENSEI,user_sensei_223,1668441556.2827752,475,72,1935,2482,2022-11-14 15:59:16.282775164,
SCAI-SENSEI,user_sensei_223,1668441556.482265,557,2,1962,2521,2022-11-14 15:59:16.482264996,
SCAI-SENSEI,user_sensei_223,1668441556.6817548,563,298,1957,2818,2022-11-14 15:59:16.681754827,
SCAI-SENSEI,user_sensei_223,1668441556.881245,474,278,2205,2957,2022-11-14 15:59:16.881244898,
SCAI-SENSEI,user_sensei_223,1668441557.0807345,488,116,2164,2768,2022-11-14 15:59:17.080734491,
SCAI-SENSEI,user_sensei_223,1668441557.2802243,447,138,1980,2565,2022-11-14 15:59:17.280224323,
SCAI-SENSEI,user_sensei_223,1668441557.4797142,427,110,2055,2592,2022-11-14 15:59:17.479714155,
SCAI-SENSEI,user_sensei_223,1668441557.679204,365,-30,2073,2468,2022-11-14 15:59:17.679203987,
SCAI-SENSEI,user_sensei_223,1668441557.8786938,412,89,2042,2543,2022-11-14 15:59:17.878693819,
SCAI-SENSEI,user_sensei_223,1668441558.0781834,493,173,2038,2704,2022-11-14 15:59:18.078183413,
