projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_223,1668441554.439408,238,215,2025,2478,2022-11-14 15:59:14.439408064,
SCAI-SENSEI,user_sensei_223,1668441554.638898,196,237,2161,2594,2022-11-14 15:59:14.638897896,
SCAI-SENSEI,user_sensei_223,1668441554.8383875,-3,291,2031,2325,2022-11-14 15:59:14.838387489,
SCAI-SENSEI,user_sensei_223,1668441555.037877,-14,50,2078,2142,2022-11-14 15:59:15.037877083,
SCAI-SENSEI,user_sensei_223,1668441555.2373672,6,-56,2062,2124,2022-11-14 15:59:15.237367153,
SCAI-SENSEI,user_sensei_223,1668441555.436857,15,9,2156,2180,2022-11-14 15:59:15.436856985,
SCAI-SENSEI,user_sensei_223,1668441555.6363468,-17,191,2121,2329,2022-11-14 15:59:15.636346817,
SCAI-SENSEI,user_sensei_223,1668441555.8358364,75,253,2124,2452,2022-11-14 15:59:15.835836411,
SCAI-SENSEI,user_sensei_223,1668441556.0353262,176,168,2015,2359,2022-11-14 15:59:16.035326242,
SCAI-SENSEI,user_sensei_223,1668441556.234816,168,68,2080,2316,2022-11-14 15:59:16.234816074,
SCAI-SENSEI,user_sensei_223,1668441556.434306,123,29,1930,2082,2022-11-14 15:59:16.434305906,
SCAI-SENSEI,user_sensei_223,1668441556.6337955,255,174,2118,2547,2022-11-14 15:59:16.633795500,
SCAI-SENSEI,user_sensei_223,1668441556.833285,404,231,2073,2708,2022-11-14 15:59:16.833285093,
SCAI-SENSEI,user_sensei_223,1668441557.0327752,475,72,1935,2482,2022-11-14 15:59:17.032775164,
SCAI-SENSEI,user_sensei_223,1668441557.232265,557,2,1962,2521,2022-11-14 15:59:17.232264996,
SCAI-SENSEI,user_sensei_223,1668441557.4317548,563,298,1957,2818,2022-11-14 15:59:17.431754827,
SCAI-SENSEI,user_sensei_223,1668441557.631245,474,278,2205,2957,2022-11-14 15:59:17.631244898,
SCAI-SENSEI,user_sensei_223,1668441557.8307345,488,116,2164,2768,2022-11-14 15:59:17.830734491,
SCAI-SENSEI,user_sensei_223,1668441558.0302243,447,138,1980,2565,2022-11-14 15:59:18.030224323,
SCAI-SENSEI,user_sensei_223,1668441558.2297142,427,110,2055,2592,2022-11-14 15:59:18.229714155,
SCAI-SENSEI,user_sensei_223,1668441558.429204,365,-30,2073,2468,2022-11-14 15:59:18.429203987,
SCAI-SENSEI,user_sensei_223,1668441558.6286938,412,89,2042,2543,2022-11-14 15:59:18.628693819,
SCAI-SENSEI,user_sensei_223,1668441558.8281834,493,173,2038,2704,2022-11-14 15:59:18.828183413,
SCAI-SENSEI,user_sensei_223,1668441559.0276732,548,91,1966,2605,2022-11-14 15:59:19.027673244,
SCAI-SENSEI,user_sensei_223,1668441559.227163,710,1,1943,2654,2022-11-14 15:59:19.227163076,
SCAI-SENSEI,user_sensei_223,1668441559.426653,456,325,1831,2612,2022-11-14 15:59:19.426652908,
SCAI-SENSEI,user_sensei_223,1668441559.6261427,214,223,2212,2649,2022-11-14 15:59:19.626142740,
SCAI-SENSEI,user_sensei_223,1668441559.8256323,164,-6,1993,2163,2022-11-14 15:59:19.825632334,
SCAI-SENSEI,user_sensei_223,1668441560.0251222,449,131,2054,2634,2022-11-14 15:59:20.025122166,
SCAI-SENSEI,user_sensei_223,1668441560.224612,389,329,2016,2734,2022-11-14 15:59:20.224611998,
SCAI-SENSEI,user_sensei_223,1668441560.4241018,368,374,2125,2867,2022-11-14 15:59:20.424101830,
SCAI-SENSEI,user_sensei_223,1668441560.6235917,387,208,2007,2602,2022-11-14 15:59:20.623591661,
SCAI-SENSEI,user_sensei_223,1668441560.8230815,354,132,2052,2538,2022-11-14 15:59:20.823081493,
SCAI-SENSEI,user_sensei_223,1668441561.022571,432,130,2043,2605,2022-11-14 15:59:21.022571087,
SCAI-SENSEI,user_sensei_223,1668441561.2220612,438,72,2032,2542,2022-11-14 15:59:21.222061157,
SCAI-SENSEI,user_sensei_223,1668441561.421551,428,89,2003,2520,2022-11-14 15:59:21.421550989,
SCAI-SENSEI,user_sensei_223,1668441561.6210408,372,47,2017,2436,2022-11-14 15:59:21.621040821,
SCAI-SENSEI,user_sensei_223,1668441561.8205304,378,52,2122,2552,2022-11-14 15:59:21.820530415,
SCAI-SENSEI,user_sensei_223,1668441562.0200202,411,64,1904,2379,2022-11-14 15:59:22.020020247,
SCAI-SENSEI,user_sensei_223,1668441562.21951,244,53,1620,1917,2022-11-14 15:59:22.219510078,
SCAI-SENSEI,user_sensei_223,1668441562.419,274,0,1584,1858,2022-11-14 15:59:22.418999910,1.0
SCAI-SENSEI,user_sensei_223,1668441562.6184895,750,10,2729,3489,2022-11-14 15:59:22.618489504,
SCAI-SENSEI,user_sensei_223,1668441562.817979,473,72,2423,2968,2022-11-14 15:59:22.817979097,
SCAI-SENSEI,user_sensei_223,1668441563.0174692,417,120,1980,2517,2022-11-14 15:59:23.017469168,
SCAI-SENSEI,user_sensei_223,1668441563.216959,762,2,1888,2652,2022-11-14 15:59:23.216959000,
SCAI-SENSEI,user_sensei_223,1668441563.4164488,566,107,2142,2815,2022-11-14 15:59:23.416448832,
SCAI-SENSEI,user_sensei_223,1668441563.615939,383,32,1979,2394,2022-11-14 15:59:23.615938902,
SCAI-SENSEI,user_sensei_223,1668441563.8154285,581,-53,2019,2653,2022-11-14 15:59:23.815428495,
SCAI-SENSEI,user_sensei_223,1668441564.014918,489,34,1994,2517,2022-11-14 15:59:24.014918089,
SCAI-SENSEI,user_sensei_223,1668441564.2144082,448,-15,2040,2503,2022-11-14 15:59:24.214408159,
SCAI-SENSEI,user_sensei_223,1668441564.413898,600,58,2049,2707,2022-11-14 15:59:24.413897991,
SCAI-SENSEI,user_sensei_223,1668441564.6133878,490,-45,1976,2511,2022-11-14 15:59:24.613387823,
SCAI-SENSEI,user_sensei_223,1668441564.8128774,524,23,2039,2586,2022-11-14 15:59:24.812877417,
SCAI-SENSEI,user_sensei_223,1668441565.0123672,539,39,2027,2605,2022-11-14 15:59:25.012367249,
SCAI-SENSEI,user_sensei_223,1668441565.211857,567,-7,1985,2559,2022-11-14 15:59:25.211857080,
SCAI-SENSEI,user_sensei_223,1668441565.411347,539,5,1982,2526,2022-11-14 15:59:25.411346912,
SCAI-SENSEI,user_sensei_223,1668441565.6108367,517,-69,2013,2599,2022-11-14 15:59:25.610836744,
SCAI-SENSEI,user_sensei_223,1668441565.8103263,539,-26,1980,2545,2022-11-14 15:59:25.810326338,
SCAI-SENSEI,user_sensei_223,1668441566.0098162,537,-21,2002,2560,2022-11-14 15:59:26.009816170,
SCAI-SENSEI,user_sensei_223,1668441566.209306,524,-4,2046,2574,2022-11-14 15:59:26.209306002,
SCAI-SENSEI,user_sensei_223,1668441566.4087958,516,-20,2017,2553,2022-11-14 15:59:26.408795834,
SCAI-SENSEI,user_sensei_223,1668441566.6082857,547,-37,2012,2596,2022-11-14 15:59:26.608285666,
SCAI-SENSEI,user_sensei_223,1668441566.8077753,532,-38,1997,2567,2022-11-14 15:59:26.807775259,
SCAI-SENSEI,user_sensei_223,1668441567.007265,694,-195,2020,2909,2022-11-14 15:59:27.007265091,
SCAI-SENSEI,user_sensei_223,1668441567.206755,581,-59,2030,2670,2022-11-14 15:59:27.206754923,
SCAI-SENSEI,user_sensei_223,1668441567.406245,370,419,2274,3063,2022-11-14 15:59:27.406244993,
SCAI-SENSEI,user_sensei_223,1668441567.6057348,554,243,2879,3676,2022-11-14 15:59:27.605734825,
SCAI-SENSEI,user_sensei_223,1668441567.8052244,276,64,2179,2519,2022-11-14 15:59:27.805224419,
SCAI-SENSEI,user_sensei_223,1668441568.0047145,297,87,1656,2040,2022-11-14 15:59:28.004714489,
SCAI-SENSEI,user_sensei_223,1668441568.204204,492,89,1520,2101,2022-11-14 15:59:28.204204082,
SCAI-SENSEI,user_sensei_223,1668441568.403694,520,292,2239,3051,2022-11-14 15:59:28.403693914,
SCAI-SENSEI,user_sensei_223,1668441568.6031835,448,124,2001,2573,2022-11-14 15:59:28.603183508,
SCAI-SENSEI,user_sensei_223,1668441568.802673,480,156,1988,2624,2022-11-14 15:59:28.802673101,
SCAI-SENSEI,user_sensei_223,1668441569.0021632,387,151,2089,2627,2022-11-14 15:59:29.002163172,
SCAI-SENSEI,user_sensei_223,1668441569.201653,457,179,2052,2688,2022-11-14 15:59:29.201653004,
SCAI-SENSEI,user_sensei_223,1668441569.4011428,462,148,2036,2646,2022-11-14 15:59:29.401142836,
SCAI-SENSEI,user_sensei_223,1668441569.600633,463,119,2033,2615,2022-11-14 15:59:29.600632906,
SCAI-SENSEI,user_sensei_223,1668441569.8001225,447,42,2039,2528,2022-11-14 15:59:29.800122499,
SCAI-SENSEI,user_sensei_223,1668441569.999612,469,33,2016,2518,2022-11-14 15:59:29.999612093,
SCAI-SENSEI,user_sensei_223,1668441570.199102,473,61,2032,2566,2022-11-14 15:59:30.199101925,
SCAI-SENSEI,user_sensei_223,1668441570.3985918,486,74,2006,2566,2022-11-14 15:59:30.398591757,
SCAI-SENSEI,user_sensei_223,1668441570.5980818,457,60,2054,2571,2022-11-14 15:59:30.598081827,
SCAI-SENSEI,user_sensei_223,1668441570.7975714,453,91,2066,2610,2022-11-14 15:59:30.797571421,
SCAI-SENSEI,user_sensei_223,1668441570.9970613,447,74,2098,2619,2022-11-14 15:59:30.997061253,
SCAI-SENSEI,user_sensei_223,1668441571.196551,507,53,1995,2555,2022-11-14 15:59:31.196551085,
SCAI-SENSEI,user_sensei_223,1668441571.396041,496,37,2008,2541,2022-11-14 15:59:31.396040916,
SCAI-SENSEI,user_sensei_223,1668441571.5955307,477,64,1939,2480,2022-11-14 15:59:31.595530748,
SCAI-SENSEI,user_sensei_223,1668441571.7950203,412,148,2014,2574,2022-11-14 15:59:31.795020342,
SCAI-SENSEI,user_sensei_223,1668441571.9945102,443,41,1568,2052,2022-11-14 15:59:31.994510174,
