time,projectId,userId,acc_x,acc_y,acc_z,1d_signal,timestamp
1668441530.009,SCAI-SENSEI,sensei-223,-0.256,0.062,-0.943,1.261,2022-11-14 15:58:50.009000063
1668441530.019,SCAI-SENSEI,sensei-223,-0.256,0.057,-0.939,1.252,2022-11-14 15:58:50.019000053
1668441530.029,SCAI-SENSEI,sensei-223,-0.252,0.061,-0.963,1.276,2022-11-14 15:58:50.029000044
1668441530.039,SCAI-SENSEI,sensei-223,-0.244,0.072,-0.941,1.257,2022-11-14 15:58:50.039000034
1668441530.049,SCAI-SENSEI,sensei-223,-0.254,0.072,-0.945,1.271,2022-11-14 15:58:50.049000025
1668441530.059,SCAI-SENSEI,sensei-223,-0.258,0.061,-0.941,1.26,2022-11-14 15:58:50.059000015
1668441530.069,SCAI-SENSEI,sensei-223,-0.254,0.057,-0.965,1.276,2022-11-14 15:58:50.069000006
1668441530.079,SCAI-SENSEI,sensei-223,-0.246,0.066,-0.967,1.279,2022-11-14 15:58:50.078999996
1668441530.089,SCAI-SENSEI,sensei-223,-0.248,0.072,-0.939,1.259,2022-11-14 15:58:50.088999987
1668441530.099,SCAI-SENSEI,sensei-223,-0.252,0.064,-0.945,1.261,2022-11-14 15:58:50.098999977
1668441530.109,SCAI-SENSEI,sensei-223,-0.258,0.055,-0.939,1.252,2022-11-14 15:58:50.108999968
1668441530.119,SCAI-SENSEI,sensei-223,-0.252,0.062,-0.961,1.275,2022-11-14 15:58:50.118999958
1668441530.129,SCAI-SENSEI,sensei-223,-0.242,0.068,-0.939,1.2489999999999999,2022-11-14 15:58:50.128999949
1668441530.139,SCAI-SENSEI,sensei-223,-0.252,0.066,-0.943,1.261,2022-11-14 15:58:50.138999939
1668441530.149,SCAI-SENSEI,sensei-223,-0.256,0.061,-0.943,1.26,2022-11-14 15:58:50.148999929
1668441530.159,SCAI-SENSEI,sensei-223,-0.256,0.061,-0.969,1.286,2022-11-14 15:58:50.158999920
1668441530.169,SCAI-SENSEI,sensei-223,-0.25,0.062,-0.965,1.277,2022-11-14 15:58:50.168999910
1668441530.179,SCAI-SENSEI,sensei-223,-0.246,0.07,-0.949,1.265,2022-11-14 15:58:50.178999901
1668441530.189,SCAI-SENSEI,sensei-223,-0.252,0.059,-0.947,1.258,2022-11-14 15:58:50.188999891
1668441530.199,SCAI-SENSEI,sensei-223,-0.26,0.059,-0.967,1.286,2022-11-14 15:58:50.198999882
1668441530.209,SCAI-SENSEI,sensei-223,-0.248,0.068,-0.963,1.279,2022-11-14 15:58:50.209000111
1668441530.219,SCAI-SENSEI,sensei-223,-0.244,0.07,-0.943,1.257,2022-11-14 15:58:50.219000101
1668441530.229,SCAI-SENSEI,sensei-223,-0.256,0.066,-0.947,1.269,2022-11-14 15:58:50.229000092
1668441530.239,SCAI-SENSEI,sensei-223,-0.26,0.061,-0.939,1.26,2022-11-14 15:58:50.239000082
1668441530.249,SCAI-SENSEI,sensei-223,-0.252,0.064,-0.965,1.281,2022-11-14 15:58:50.249000072
1668441530.259,SCAI-SENSEI,sensei-223,-0.246,0.07,-0.965,1.281,2022-11-14 15:58:50.259000063
1668441530.269,SCAI-SENSEI,sensei-223,-0.246,0.068,-0.941,1.255,2022-11-14 15:58:50.269000053
1668441530.279,SCAI-SENSEI,sensei-223,-0.254,0.062,-0.941,1.257,2022-11-14 15:58:50.279000044
1668441530.289,SCAI-SENSEI,sensei-223,-0.254,0.059,-0.967,1.28,2022-11-14 15:58:50.289000034
1668441530.299,SCAI-SENSEI,sensei-223,-0.248,0.066,-0.965,1.279,2022-11-14 15:58:50.299000025
1668441530.309,SCAI-SENSEI,sensei-223,-0.246,0.066,-0.939,1.251,2022-11-14 15:58:50.309000015
1668441530.319,SCAI-SENSEI,sensei-223,-0.252,0.059,-0.939,1.25,2022-11-14 15:58:50.319000006
1668441530.329,SCAI-SENSEI,sensei-223,-0.252,0.057,-0.969,1.278,2022-11-14 15:58:50.328999996
1668441530.339,SCAI-SENSEI,sensei-223,-0.25,0.068,-0.967,1.285,2022-11-14 15:58:50.338999987
1668441530.349,SCAI-SENSEI,sensei-223,-0.248,0.07,-0.941,1.259,2022-11-14 15:58:50.348999977
1668441530.359,SCAI-SENSEI,sensei-223,-0.254,0.064,-0.939,1.257,2022-11-14 15:58:50.358999968
1668441530.369,SCAI-SENSEI,sensei-223,-0.252,0.061,-0.941,1.254,2022-11-14 15:58:50.368999958
1668441530.379,SCAI-SENSEI,sensei-223,-0.254,0.061,-0.963,1.278,2022-11-14 15:58:50.378999949
1668441530.389,SCAI-SENSEI,sensei-223,-0.244,0.064,-0.963,1.271,2022-11-14 15:58:50.388999939
1668441530.399,SCAI-SENSEI,sensei-223,-0.244,0.068,-0.943,1.255,2022-11-14 15:58:50.398999929
1668441530.409,SCAI-SENSEI,sensei-223,-0.256,0.061,-0.943,1.26,2022-11-14 15:58:50.408999920
1668441530.419,SCAI-SENSEI,sensei-223,-0.256,0.061,-0.967,1.284,2022-11-14 15:58:50.418999910
1668441530.429,SCAI-SENSEI,sensei-223,-0.248,0.066,-0.955,1.269,2022-11-14 15:58:50.428999901
1668441530.439,SCAI-SENSEI,sensei-223,-0.236,0.074,-0.955,1.265,2022-11-14 15:58:50.438999891
1668441530.449,SCAI-SENSEI,sensei-223,-0.268,0.086,-0.965,1.319,2022-11-14 15:58:50.448999882
1668441530.459,SCAI-SENSEI,sensei-223,-0.246,0.049,-0.908,1.203,2022-11-14 15:58:50.459000111
1668441530.469,SCAI-SENSEI,sensei-223,-0.252,0.072,-0.969,1.293,2022-11-14 15:58:50.469000101
1668441530.479,SCAI-SENSEI,sensei-223,-0.25,0.078,-0.949,1.277,2022-11-14 15:58:50.479000092
1668441530.489,SCAI-SENSEI,sensei-223,-0.254,0.07,-0.967,1.291,2022-11-14 15:58:50.489000082
1668441530.499,SCAI-SENSEI,sensei-223,-0.248,0.061,-0.914,1.223,2022-11-14 15:58:50.499000072
1668441530.509,SCAI-SENSEI,sensei-223,-0.258,0.066,-0.965,1.289,2022-11-14 15:58:50.509000063
1668441530.519,SCAI-SENSEI,sensei-223,-0.215,0.053,-0.846,1.1139999999999999,2022-11-14 15:58:50.519000052
1668441530.529,SCAI-SENSEI,sensei-223,-0.252,0.098,-0.967,1.317,2022-11-14 15:58:50.529000044
1668441530.539,SCAI-SENSEI,sensei-223,-0.248,0.057,-0.957,1.262,2022-11-14 15:58:50.539000034
1668441530.549,SCAI-SENSEI,sensei-223,-0.27,0.064,-0.949,1.283,2022-11-14 15:58:50.549000025
1668441530.559,SCAI-SENSEI,sensei-223,-0.262,0.072,-0.945,1.279,2022-11-14 15:58:50.559000015
1668441530.569,SCAI-SENSEI,sensei-223,-0.258,0.088,-0.963,1.309,2022-11-14 15:58:50.569000006
1668441530.579,SCAI-SENSEI,sensei-223,-0.244,0.057,-0.969,1.27,2022-11-14 15:58:50.578999996
1668441530.589,SCAI-SENSEI,sensei-223,-0.25,0.055,-0.938,1.2429999999999999,2022-11-14 15:58:50.588999987
1668441530.599,SCAI-SENSEI,sensei-223,-0.25,0.072,-0.963,1.285,2022-11-14 15:58:50.598999977
1668441530.609,SCAI-SENSEI,sensei-223,-0.244,0.068,-0.963,1.275,2022-11-14 15:58:50.608999968
1668441530.619,SCAI-SENSEI,sensei-223,-0.244,0.062,-0.939,1.2449999999999999,2022-11-14 15:58:50.618999958
1668441530.629,SCAI-SENSEI,sensei-223,-0.252,0.059,-0.947,1.258,2022-11-14 15:58:50.628999949
1668441530.639,SCAI-SENSEI,sensei-223,-0.26,0.066,-0.969,1.295,2022-11-14 15:58:50.638999939
1668441530.649,SCAI-SENSEI,sensei-223,-0.25,0.072,-0.965,1.287,2022-11-14 15:58:50.648999929
1668441530.659,SCAI-SENSEI,sensei-223,-0.246,0.068,-0.965,1.279,2022-11-14 15:58:50.658999920
1668441530.669,SCAI-SENSEI,sensei-223,-0.246,0.064,-0.965,1.275,2022-11-14 15:58:50.668999910
1668441530.679,SCAI-SENSEI,sensei-223,-0.246,0.059,-0.934,1.239,2022-11-14 15:58:50.678999901
1668441530.689,SCAI-SENSEI,sensei-223,-0.246,0.064,-0.963,1.273,2022-11-14 15:58:50.688999891
1668441530.699,SCAI-SENSEI,sensei-223,-0.244,0.07,-0.939,1.253,2022-11-14 15:58:50.698999882
1668441530.709,SCAI-SENSEI,sensei-223,-0.252,0.066,-0.941,1.259,2022-11-14 15:58:50.709000111
1668441530.719,SCAI-SENSEI,sensei-223,-0.254,0.053,-0.945,1.252,2022-11-14 15:58:50.719000101
1668441530.729,SCAI-SENSEI,sensei-223,-0.258,0.074,-0.961,1.293,2022-11-14 15:58:50.729000092
1668441530.739,SCAI-SENSEI,sensei-223,-0.242,0.062,-0.965,1.269,2022-11-14 15:58:50.739000082
1668441530.749,SCAI-SENSEI,sensei-223,-0.246,0.072,-0.965,1.283,2022-11-14 15:58:50.749000072
1668441530.759,SCAI-SENSEI,sensei-223,-0.152,0.047,-0.695,0.8939999999999999,2022-11-14 15:58:50.759000063
1668441530.769,SCAI-SENSEI,sensei-223,-0.32,0.197,-0.854,1.371,2022-11-14 15:58:50.769000053
1668441530.779,SCAI-SENSEI,sensei-223,-0.197,0.113,-0.824,1.134,2022-11-14 15:58:50.779000044
1668441530.789,SCAI-SENSEI,sensei-223,-0.227,0.125,-0.92,1.272,2022-11-14 15:58:50.789000034
1668441530.799,SCAI-SENSEI,sensei-223,-0.232,0.094,-0.955,1.281,2022-11-14 15:58:50.799000025
1668441530.809,SCAI-SENSEI,sensei-223,-0.33,0.086,-1.004,1.42,2022-11-14 15:58:50.809000015
1668441530.819,SCAI-SENSEI,sensei-223,-0.285,0.057,-0.977,1.319,2022-11-14 15:58:50.819000006
1668441530.829,SCAI-SENSEI,sensei-223,-0.258,0.043,-1.018,1.319,2022-11-14 15:58:50.828999996
1668441530.839,SCAI-SENSEI,sensei-223,-0.268,0.057,-1.0,1.325,2022-11-14 15:58:50.838999987
1668441530.849,SCAI-SENSEI,sensei-223,-0.25,0.043,-0.961,1.254,2022-11-14 15:58:50.848999977
1668441530.859,SCAI-SENSEI,sensei-223,-0.273,0.078,-0.992,1.343,2022-11-14 15:58:50.858999968
1668441530.869,SCAI-SENSEI,sensei-223,-0.242,0.053,-0.967,1.262,2022-11-14 15:58:50.868999958
1668441530.879,SCAI-SENSEI,sensei-223,-0.248,0.049,-0.941,1.238,2022-11-14 15:58:50.878999949
1668441530.889,SCAI-SENSEI,sensei-223,-0.254,0.068,-0.967,1.289,2022-11-14 15:58:50.888999939
1668441530.899,SCAI-SENSEI,sensei-223,-0.248,0.068,-0.945,1.261,2022-11-14 15:58:50.898999929
1668441530.909,SCAI-SENSEI,sensei-223,-0.227,0.057,-0.922,1.206,2022-11-14 15:58:50.908999920
1668441530.919,SCAI-SENSEI,sensei-223,-0.234,0.068,-0.957,1.259,2022-11-14 15:58:50.918999910
1668441530.929,SCAI-SENSEI,sensei-223,-0.238,0.066,-0.926,1.23,2022-11-14 15:58:50.928999901
1668441530.939,SCAI-SENSEI,sensei-223,-0.238,0.053,-0.955,1.246,2022-11-14 15:58:50.938999891
1668441530.949,SCAI-SENSEI,sensei-223,-0.236,0.055,-0.932,1.223,2022-11-14 15:58:50.948999882
1668441530.959,SCAI-SENSEI,sensei-223,-0.244,0.072,-0.963,1.279,2022-11-14 15:58:50.959000111
1668441530.969,SCAI-SENSEI,sensei-223,-0.244,0.061,-0.965,1.27,2022-11-14 15:58:50.969000101
1668441530.979,SCAI-SENSEI,sensei-223,-0.246,0.061,-0.936,1.243,2022-11-14 15:58:50.979000092
1668441530.989,SCAI-SENSEI,sensei-223,-0.248,0.072,-0.961,1.281,2022-11-14 15:58:50.989000082
1668441530.999,SCAI-SENSEI,sensei-223,-0.242,0.064,-0.955,1.261,2022-11-14 15:58:50.999000072
1668441531.009,SCAI-SENSEI,sensei-223,-0.174,-0.023,-0.863,1.06,2022-11-14 15:58:51.009000063
1668441531.019,SCAI-SENSEI,sensei-223,-0.238,0.066,-1.025,1.329,2022-11-14 15:58:51.019000053
1668441531.029,SCAI-SENSEI,sensei-223,-0.244,0.062,-0.988,1.294,2022-11-14 15:58:51.029000044
1668441531.039,SCAI-SENSEI,sensei-223,-0.238,0.07,-0.957,1.265,2022-11-14 15:58:51.039000034
