time,projectId,userId,acc_x,acc_y,acc_z,1d_signal,timestamp
1669973085.006,SCAI-SENSEI,sensei-237,0.039,0.17,0.994,1.203,2022-12-02 09:24:45.006000042
1669973085.016,SCAI-SENSEI,sensei-237,0.057,0.143,1.008,1.208,2022-12-02 09:24:45.016000032
1669973085.026,SCAI-SENSEI,sensei-237,0.039,0.174,0.975,1.188,2022-12-02 09:24:45.026000023
1669973085.036,SCAI-SENSEI,sensei-237,0.037,0.182,1.027,1.246,2022-12-02 09:24:45.036000013
1669973085.046,SCAI-SENSEI,sensei-237,0.059,0.16,1.02,1.239,2022-12-02 09:24:45.046000004
1669973085.056,SCAI-SENSEI,sensei-237,0.051,0.172,1.021,1.2439999999999998,2022-12-02 09:24:45.055999994
1669973085.066,SCAI-SENSEI,sensei-237,0.053,0.168,1.02,1.241,2022-12-02 09:24:45.065999985
1669973085.076,SCAI-SENSEI,sensei-237,0.059,0.166,1.023,1.248,2022-12-02 09:24:45.075999975
1669973085.086,SCAI-SENSEI,sensei-237,0.055,0.172,1.021,1.2479999999999998,2022-12-02 09:24:45.085999966
1669973085.096,SCAI-SENSEI,sensei-237,0.053,0.176,1.025,1.254,2022-12-02 09:24:45.095999956
1669973085.106,SCAI-SENSEI,sensei-237,0.057,0.172,1.025,1.254,2022-12-02 09:24:45.105999947
1669973085.116,SCAI-SENSEI,sensei-237,0.057,0.174,0.99,1.221,2022-12-02 09:24:45.115999937
1669973085.126,SCAI-SENSEI,sensei-237,0.053,0.176,0.988,1.217,2022-12-02 09:24:45.125999928
1669973085.136,SCAI-SENSEI,sensei-237,0.051,0.176,1.018,1.245,2022-12-02 09:24:45.135999918
1669973085.146,SCAI-SENSEI,sensei-237,0.049,0.172,1.021,1.242,2022-12-02 09:24:45.145999908
1669973085.156,SCAI-SENSEI,sensei-237,0.053,0.176,1.021,1.25,2022-12-02 09:24:45.155999899
1669973085.166,SCAI-SENSEI,sensei-237,0.053,0.178,1.018,1.249,2022-12-02 09:24:45.165999889
1669973085.176,SCAI-SENSEI,sensei-237,0.049,0.18,1.01,1.2389999999999999,2022-12-02 09:24:45.176000118
1669973085.186,SCAI-SENSEI,sensei-237,0.041,0.186,1.012,1.239,2022-12-02 09:24:45.186000109
1669973085.196,SCAI-SENSEI,sensei-237,0.043,0.18,1.014,1.237,2022-12-02 09:24:45.196000099
1669973085.206,SCAI-SENSEI,sensei-237,0.045,0.18,1.016,1.241,2022-12-02 09:24:45.206000090
1669973085.216,SCAI-SENSEI,sensei-237,0.047,0.184,1.012,1.2429999999999999,2022-12-02 09:24:45.216000080
1669973085.226,SCAI-SENSEI,sensei-237,0.043,0.184,1.016,1.2429999999999999,2022-12-02 09:24:45.226000071
1669973085.236,SCAI-SENSEI,sensei-237,0.047,0.18,1.014,1.241,2022-12-02 09:24:45.236000061
1669973085.246,SCAI-SENSEI,sensei-237,0.045,0.184,1.018,1.2469999999999999,2022-12-02 09:24:45.246000051
1669973085.256,SCAI-SENSEI,sensei-237,0.049,0.186,1.021,1.2559999999999998,2022-12-02 09:24:45.256000041
1669973085.266,SCAI-SENSEI,sensei-237,0.053,0.18,1.023,1.2559999999999998,2022-12-02 09:24:45.266000032
1669973085.276,SCAI-SENSEI,sensei-237,0.055,0.18,1.018,1.2530000000000001,2022-12-02 09:24:45.276000023
1669973085.286,SCAI-SENSEI,sensei-237,0.049,0.18,1.018,1.2469999999999999,2022-12-02 09:24:45.286000013
1669973085.296,SCAI-SENSEI,sensei-237,0.049,0.178,0.988,1.2149999999999999,2022-12-02 09:24:45.296000004
1669973085.306,SCAI-SENSEI,sensei-237,0.051,0.178,0.988,1.217,2022-12-02 09:24:45.305999994
1669973085.316,SCAI-SENSEI,sensei-237,0.051,0.182,1.018,1.251,2022-12-02 09:24:45.315999985
1669973085.326,SCAI-SENSEI,sensei-237,0.049,0.178,1.02,1.2469999999999999,2022-12-02 09:24:45.325999975
1669973085.336,SCAI-SENSEI,sensei-237,0.051,0.178,0.984,1.213,2022-12-02 09:24:45.335999966
1669973085.346,SCAI-SENSEI,sensei-237,0.047,0.178,0.98,1.205,2022-12-02 09:24:45.345999956
1669973085.356,SCAI-SENSEI,sensei-237,0.043,0.176,0.982,1.201,2022-12-02 09:24:45.355999947
1669973085.366,SCAI-SENSEI,sensei-237,0.045,0.174,1.02,1.2389999999999999,2022-12-02 09:24:45.365999937
1669973085.376,SCAI-SENSEI,sensei-237,0.047,0.174,1.018,1.2389999999999999,2022-12-02 09:24:45.375999928
1669973085.386,SCAI-SENSEI,sensei-237,0.049,0.176,1.018,1.2429999999999999,2022-12-02 09:24:45.385999918
1669973085.396,SCAI-SENSEI,sensei-237,0.049,0.174,1.016,1.2389999999999999,2022-12-02 09:24:45.395999908
1669973085.406,SCAI-SENSEI,sensei-237,0.047,0.17,1.018,1.235,2022-12-02 09:24:45.405999899
1669973085.416,SCAI-SENSEI,sensei-237,0.049,0.168,1.018,1.235,2022-12-02 09:24:45.415999889
