time,projectId,userId,metric_id,chunk_index,quality,body_pose,accX,accY,accZ,1d_signal,timestamp,alignment_point
1669973091.697784,TEST,user-test-000,0x2b,198,4,1,-109,-127,-498,734,2022-12-02 09:24:51.697783947,
1669973091.728804,TEST,user-test-000,0x2b,198,4,1,-109,-127,-497,733,2022-12-02 09:24:51.728804111,
1669973091.759824,TEST,user-test-000,0x2b,198,4,1,-109,-127,-494,730,2022-12-02 09:24:51.759824038,
1669973091.790844,TEST,user-test-000,0x2b,198,4,1,-112,-128,-487,727,2022-12-02 09:24:51.790843964,
1669973091.8228648,TEST,user-test-000,0x2b,198,4,1,-115,-128,-497,740,2022-12-02 09:24:51.822864771,
1669973091.8538845,TEST,user-test-000,0x2b,198,4,1,-113,-129,-495,737,2022-12-02 09:24:51.853884459,
1669973091.8849046,TEST,user-test-000,0x2b,198,4,1,-110,-128,-494,732,2022-12-02 09:24:51.884904623,
1669973091.9159243,TEST,user-test-000,0x2b,198,4,1,-108,-126,-496,730,2022-12-02 09:24:51.915924311,
1669973091.9479454,TEST,user-test-000,0x2b,198,4,1,-108,-129,-500,737,2022-12-02 09:24:51.947945356,
1669973091.9789653,TEST,user-test-000,0x2b,198,4,1,-109,-130,-500,739,2022-12-02 09:24:51.978965282,
1669973092.0099852,TEST,user-test-000,0x2b,198,4,1,-109,-128,-498,735,2022-12-02 09:24:52.009985209,
1669973092.0410051,TEST,user-test-000,0x2b,198,4,1,-109,-128,-496,733,2022-12-02 09:24:52.041005135,
1669973092.073026,TEST,user-test-000,0x2b,198,4,1,-111,-132,-495,738,2022-12-02 09:24:52.073025942,
1669973092.104046,TEST,user-test-000,0x2b,198,4,1,-112,-132,-491,735,2022-12-02 09:24:52.104046106,
1669973092.135066,TEST,user-test-000,0x2b,198,4,1,-115,-128,-492,735,2022-12-02 09:24:52.135066032,
1669973092.1660855,TEST,user-test-000,0x2b,198,4,1,-115,-127,-494,736,2022-12-02 09:24:52.166085482,
1669973092.1981063,TEST,user-test-000,0x2b,198,4,1,-112,-129,-494,735,2022-12-02 09:24:52.198106289,
1669973092.2291265,TEST,user-test-000,0x2b,198,4,1,-112,-129,-493,734,2022-12-02 09:24:52.229126453,
1669973092.2601466,TEST,user-test-000,0x2b,198,4,1,-117,-133,-492,742,2022-12-02 09:24:52.260146618,
1669973092.2911663,TEST,user-test-000,0x2b,198,4,1,-119,-134,-495,748,2022-12-02 09:24:52.291166306,
1669973092.323187,TEST,user-test-000,0x2b,198,4,1,-119,-133,-498,750,2022-12-02 09:24:52.323187113,
1669973092.354207,TEST,user-test-000,0x2b,198,4,1,-116,-133,-496,745,2022-12-02 09:24:52.354207039,
1669973092.3852272,TEST,user-test-000,0x2b,198,4,1,-116,-130,-494,740,2022-12-02 09:24:52.385227203,
1669973092.4162471,TEST,user-test-000,0x2b,198,4,1,-117,-130,-491,738,2022-12-02 09:24:52.416247129,
1669973092.4482677,TEST,user-test-000,0x2b,198,4,1,-119,-133,-492,744,2022-12-02 09:24:52.448267698,
1669973092.4792876,TEST,user-test-000,0x2b,198,4,1,-120,-136,-497,753,2022-12-02 09:24:52.479287624,
1669973092.5103078,TEST,user-test-000,0x2b,198,4,1,-120,-136,-496,752,2022-12-02 09:24:52.510307788,
1669973092.5413277,TEST,user-test-000,0x2b,198,4,1,-119,-138,-496,753,2022-12-02 09:24:52.541327715,
1669973092.5733483,TEST,user-test-000,0x2b,198,4,1,-121,-137,-497,755,2022-12-02 09:24:52.573348284,
1669973092.6043682,TEST,user-test-000,0x2b,198,4,1,-122,-135,-495,752,2022-12-02 09:24:52.604368210,
1669973092.6353884,TEST,user-test-000,0x2b,198,4,1,-122,-132,-491,745,2022-12-02 09:24:52.635388374,
1669973092.6664083,TEST,user-test-000,0x2b,198,4,1,-122,-132,-491,745,2022-12-02 09:24:52.666408300,
1669973092.6984289,TEST,user-test-000,0x2b,199,4,1,-122,-133,-491,746,2022-12-02 09:24:52.698428869,
1669973092.7294488,TEST,user-test-000,0x2b,199,4,1,-124,-133,-493,750,2022-12-02 09:24:52.729448795,
1669973092.760469,TEST,user-test-000,0x2b,199,4,1,-126,-134,-497,757,2022-12-02 09:24:52.760468960,
1669973092.791489,TEST,user-test-000,0x2b,199,4,1,-124,-135,-495,754,2022-12-02 09:24:52.791488886,
1669973092.8235097,TEST,user-test-000,0x2b,199,4,1,-119,-137,-495,751,2022-12-02 09:24:52.823509693,
1669973092.8545294,TEST,user-test-000,0x2b,199,4,1,-118,-137,-496,751,2022-12-02 09:24:52.854529381,
1669973092.8855495,TEST,user-test-000,0x2b,199,4,1,-118,-138,-495,751,2022-12-02 09:24:52.885549545,
1669973092.9165697,TEST,user-test-000,0x2b,199,4,1,-121,-141,-492,754,2022-12-02 09:24:52.916569710,
1669973092.9485905,TEST,user-test-000,0x2b,199,4,1,-122,-138,-494,754,2022-12-02 09:24:52.948590517,
1669973092.9796102,TEST,user-test-000,0x2b,199,4,1,-120,-138,-494,752,2022-12-02 09:24:52.979610205,
1669973093.01063,TEST,user-test-000,0x2b,199,4,1,-117,-139,-492,748,2022-12-02 09:24:53.010629892,
