projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_178,1667912839.68141,208,415,-1934,2557,2022-11-08 13:07:19.681410074,
SCAI-SENSEI,user_sensei_178,1667912839.88328,83,597,-2088,2768,2022-11-08 13:07:19.883280039,
SCAI-SENSEI,user_sensei_178,1667912840.08515,124,579,-1896,2599,2022-11-08 13:07:20.085150003,
SCAI-SENSEI,user_sensei_178,1667912840.28702,90,513,-1869,2472,2022-11-08 13:07:20.287019968,
SCAI-SENSEI,user_sensei_178,1667912840.48889,448,421,-2006,2875,2022-11-08 13:07:20.488889933,
SCAI-SENSEI,user_sensei_178,1667912840.69076,572,1202,-1850,3624,2022-11-08 13:07:20.690759897,
SCAI-SENSEI,user_sensei_178,1667912840.89263,112,632,-1388,2132,2022-11-08 13:07:20.892630100,
SCAI-SENSEI,user_sensei_178,1667912841.0945,210,-185,-1843,2238,2022-11-08 13:07:21.094500065,
SCAI-SENSEI,user_sensei_178,1667912841.29637,143,322,-2040,2505,2022-11-08 13:07:21.296370029,
SCAI-SENSEI,user_sensei_178,1667912841.49824,323,136,-1959,2418,2022-11-08 13:07:21.498239994,
SCAI-SENSEI,user_sensei_178,1667912841.7001102,619,30,-1872,2521,2022-11-08 13:07:21.700110197,
SCAI-SENSEI,user_sensei_178,1667912841.9019802,195,666,-1858,2719,2022-11-08 13:07:21.901980162,
SCAI-SENSEI,user_sensei_178,1667912842.10385,423,398,-1813,2634,2022-11-08 13:07:22.103849888,
SCAI-SENSEI,user_sensei_178,1667912842.30572,526,-29,-2204,2759,2022-11-08 13:07:22.305720091,
SCAI-SENSEI,user_sensei_178,1667912842.50759,-312,499,-1955,2766,2022-11-08 13:07:22.507590055,
SCAI-SENSEI,user_sensei_178,1667912842.70946,-325,203,-2261,2789,2022-11-08 13:07:22.709460020,
SCAI-SENSEI,user_sensei_178,1667912842.9113302,166,1018,-1726,2910,2022-11-08 13:07:22.911330223,
SCAI-SENSEI,user_sensei_178,1667912843.1132,74,60,-2488,2622,2022-11-08 13:07:23.113199949,
SCAI-SENSEI,user_sensei_178,1667912843.31507,184,198,-1986,2368,2022-11-08 13:07:23.315069914,
SCAI-SENSEI,user_sensei_178,1667912843.51694,80,365,-1812,2257,2022-11-08 13:07:23.516940117,
SCAI-SENSEI,user_sensei_178,1667912843.71881,53,574,-2017,2644,2022-11-08 13:07:23.718810081,
SCAI-SENSEI,user_sensei_178,1667912843.92068,253,645,-1812,2710,2022-11-08 13:07:23.920680046,
SCAI-SENSEI,user_sensei_178,1667912844.12255,182,785,-1809,2776,2022-11-08 13:07:24.122550011,
SCAI-SENSEI,user_sensei_178,1667912844.32442,244,833,-1924,3001,2022-11-08 13:07:24.324419975,
SCAI-SENSEI,user_sensei_178,1667912844.52629,265,718,-1827,2810,2022-11-08 13:07:24.526289939,
SCAI-SENSEI,user_sensei_178,1667912844.72816,174,782,-1821,2777,2022-11-08 13:07:24.728159904,
SCAI-SENSEI,user_sensei_178,1667912844.93003,140,762,-1777,2679,2022-11-08 13:07:24.930030107,
SCAI-SENSEI,user_sensei_178,1667912845.1318998,159,802,-1809,2770,2022-11-08 13:07:25.131899834,
SCAI-SENSEI,user_sensei_178,1667912845.33377,118,795,-1831,2744,2022-11-08 13:07:25.333770037,
SCAI-SENSEI,user_sensei_178,1667912845.53564,70,793,-1851,2714,2022-11-08 13:07:25.535640001,
SCAI-SENSEI,user_sensei_178,1667912845.7375102,87,785,-1860,2732,2022-11-08 13:07:25.737510204,
