projectId,userId,time,x,y,z,1d_signal,timestamp,alignment_point
SCAI-SENSEI,user_sensei_178,1667912840.93141,208,415,-1934,2557,2022-11-08 13:07:20.931410074,
SCAI-SENSEI,user_sensei_178,1667912841.13328,83,597,-2088,2768,2022-11-08 13:07:21.133280038,
SCAI-SENSEI,user_sensei_178,1667912841.33515,124,579,-1896,2599,2022-11-08 13:07:21.335150003,
SCAI-SENSEI,user_sensei_178,1667912841.53702,90,513,-1869,2472,2022-11-08 13:07:21.537019968,
SCAI-SENSEI,user_sensei_178,1667912841.73889,448,421,-2006,2875,2022-11-08 13:07:21.738889933,
SCAI-SENSEI,user_sensei_178,1667912841.94076,572,1202,-1850,3624,2022-11-08 13:07:21.940759897,
SCAI-SENSEI,user_sensei_178,1667912842.14263,112,632,-1388,2132,2022-11-08 13:07:22.142630100,
SCAI-SENSEI,user_sensei_178,1667912842.3445,210,-185,-1843,2238,2022-11-08 13:07:22.344500065,
SCAI-SENSEI,user_sensei_178,1667912842.54637,143,322,-2040,2505,2022-11-08 13:07:22.546370029,
SCAI-SENSEI,user_sensei_178,1667912842.74824,323,136,-1959,2418,2022-11-08 13:07:22.748239994,
SCAI-SENSEI,user_sensei_178,1667912842.9501102,619,30,-1872,2521,2022-11-08 13:07:22.950110197,
SCAI-SENSEI,user_sensei_178,1667912843.1519802,195,666,-1858,2719,2022-11-08 13:07:23.151980162,
SCAI-SENSEI,user_sensei_178,1667912843.35385,423,398,-1813,2634,2022-11-08 13:07:23.353849888,
SCAI-SENSEI,user_sensei_178,1667912843.55572,526,-29,-2204,2759,2022-11-08 13:07:23.555720091,
SCAI-SENSEI,user_sensei_178,1667912843.75759,-312,499,-1955,2766,2022-11-08 13:07:23.757590055,
SCAI-SENSEI,user_sensei_178,1667912843.95946,-325,203,-2261,2789,2022-11-08 13:07:23.959460020,
SCAI-SENSEI,user_sensei_178,1667912844.1613302,166,1018,-1726,2910,2022-11-08 13:07:24.161330223,
SCAI-SENSEI,user_sensei_178,1667912844.3632,74,60,-2488,2622,2022-11-08 13:07:24.363199949,
SCAI-SENSEI,user_sensei_178,1667912844.56507,184,198,-1986,2368,2022-11-08 13:07:24.565069914,
SCAI-SENSEI,user_sensei_178,1667912844.76694,80,365,-1812,2257,2022-11-08 13:07:24.766940117,
SCAI-SENSEI,user_sensei_178,1667912844.96881,53,574,-2017,2644,2022-11-08 13:07:24.968810081,
SCAI-SENSEI,user_sensei_178,1667912845.17068,253,645,-1812,2710,2022-11-08 13:07:25.170680046,
SCAI-SENSEI,user_sensei_178,1667912845.37255,182,785,-1809,2776,2022-11-08 13:07:25.372550011,
SCAI-SENSEI,user_sensei_178,1667912845.57442,244,833,-1924,3001,2022-11-08 13:07:25.574419975,
SCAI-SENSEI,user_sensei_178,1667912845.77629,265,718,-1827,2810,2022-11-08 13:07:25.776289940,
